Checkpoint,allocate_the,allocate_was,allot_the,allot_was,ask_the,ask_was,assign_the,assign_was,award_the,award_was,bequeath_the,bequeath_was,cede_the,cede_was,deliver_the,deliver_was,deny_the,deny_was,dictate_the,dictate_was,explain_the,explain_was,feed_the,feed_was,forward_the,forward_was,give_the,give_was,grant_the,grant_was,guarantee_the,guarantee_was,issue_the,issue_was,lease_the,lease_was,mail_the,mail_was,offer_the,offer_was,pass_the,pass_was,pay_the,pay_was,present_the,present_was,promise_the,promise_was,read_the,read_was,refund_the,refund_was,relay_the,relay_was,rent_the,rent_was,sell_the,sell_was,show_the,show_was,teach_the,teach_was,tell_the,tell_was,trade_the,trade_was,transfer_the,transfer_was,yield_the,yield_was
10000,0.27340739558140437,1.77730018837489e-05,0.24443711381819513,1.4534451473217039e-05,0.14663058910324858,1.2636254533996786e-05,0.3163646241793266,3.95977520541307e-05,0.24076434526639648,9.446803244516766e-06,0.17330278030463628,3.0177302895546226e-05,0.4455120844706412,7.917566121352959e-06,0.3267314624237387,8.953525267722734e-06,0.22656368775458274,1.903146318443161e-05,0.19451495492830873,2.8498543088062434e-05,0.23850753997599153,1.4015653937629979e-05,0.20931582548180405,2.554111564937297e-05,0.40930123672340857,8.427761599705264e-06,0.26194897270408657,1.4346121992392716e-05,0.24840014235061758,1.596379569866044e-05,0.20669832282389203,1.1545829603202643e-05,0.2028729994116085,1.2535292233635465e-05,0.27747975789670704,1.2341784493896106e-05,0.22686785725610598,1.3376170282900343e-05,0.1867172470440467,1.092739688298631e-05,0.28248105914972255,1.4748266245480688e-05,0.26989100174978375,1.5026451764908546e-05,0.38154647131760916,1.122788290255509e-05,0.16845703061747674,1.1200360476474696e-05,0.2117268561962105,2.0776695150527215e-05,0.268029497563839,1.0421109845992759e-05,0.323751479327198,1.117874112130648e-05,0.1462401885073632,9.889042634843767e-06,0.1787223445799421,1.3601064934471864e-05,0.257224119869211,2.9031452897705152e-05,0.13351587751259406,1.129495054480382e-05,0.17722502848706567,1.2732745851998026e-05,0.3025288492297897,7.70183046064141e-06,0.34248701055965775,1.708409955820504e-05,0.34544598849283326,2.3465037151658584e-05
10100,0.2721691259741783,2.2851917375798317e-05,0.2526430520746443,1.7132916296018435e-05,0.17343210859204797,1.0682783444811625e-05,0.2937141821361505,0.00011656863671480376,0.2490653844102274,1.1840390241939278e-05,0.1986565270594188,3.0165313156820567e-05,0.3996633100173166,9.437442101091531e-06,0.3319268844237453,1.1191263456716546e-05,0.21782905919642387,2.6625163336920876e-05,0.22265825048089027,3.636513838500832e-05,0.2610640577838273,2.0286899975984357e-05,0.2243784893380136,2.7130587039543887e-05,0.3832869778076808,9.077157566631891e-06,0.24840252201961863,1.6224240277662112e-05,0.24484546841943966,1.9139434127336084e-05,0.20555977150797844,1.3708826152480924e-05,0.20330134085157797,1.6669706553784636e-05,0.2749063974317116,1.49427843397565e-05,0.2150855136236974,1.4909906409700722e-05,0.18369221078852813,1.4178322492928904e-05,0.2789906895120881,1.729527252993972e-05,0.28462922499914256,2.2921060777645964e-05,0.3709144612153371,1.2078154056780477e-05,0.17931522033177316,1.3147310634546253e-05,0.21703417368587993,2.9046914502061323e-05,0.3078485406935215,1.3004287120566005e-05,0.33074526440712715,1.552252773939061e-05,0.1563816957641393,1.3188468161710413e-05,0.1775680410949623,1.5007264392566224e-05,0.26219047729166284,4.3592362401561274e-05,0.14660820146401723,2.0711718061647843e-05,0.21284234394820836,1.6150368555127687e-05,0.35729286533135635,1.1496434596508083e-05,0.35094049463911753,1.916997321520129e-05,0.34086065822177464,2.58266110980306e-05
10200,0.23733255868156752,1.4975716126173211e-05,0.22220954326567827,1.2390114930153854e-05,0.16652718248951714,1.0998472807462653e-05,0.2779027331333894,0.00020522271338450083,0.23081048761930648,8.734483147443687e-06,0.17657968189035142,2.4088827493479975e-05,0.36978436597893316,7.965632474429918e-06,0.2913983483847819,8.252356822499438e-06,0.1994536708851781,1.272114747844401e-05,0.1863997837062925,2.2622479974643284e-05,0.21578448859652805,1.3138671502974269e-05,0.18260537437638458,2.0845036325616612e-05,0.38601613225358905,7.513736434385933e-06,0.21766722972758792,1.4615030207468491e-05,0.21449179800555987,1.2631460475966056e-05,0.200254971627146,1.20006563501344e-05,0.16743694686530425,1.0432342263367814e-05,0.23530420104536828,9.319542253055997e-06,0.2047284503600427,1.0298399506122483e-05,0.15248892726997534,8.931281691578381e-06,0.2567366743972273,1.2869628473898532e-05,0.2401022090177451,1.801086851774666e-05,0.3579763756195704,9.524325761655443e-06,0.15376545081380755,8.828484271816706e-06,0.1956448574949588,1.5828240538977542e-05,0.2667091779410839,8.461593461106532e-06,0.30611686168178437,1.0508611509404516e-05,0.128297064298143,8.689448146507553e-06,0.14617858522516838,9.279328739520518e-06,0.2105044468846773,3.266503504054556e-05,0.10610667493194342,1.6484032316081235e-05,0.1533007982831735,1.0585745551102613e-05,0.34403390208115947,8.42921828883356e-06,0.3228073627120111,1.3652358419920614e-05,0.29781218535370296,1.6607375098626813e-05
10300,0.277199660440286,1.1593901566205508e-05,0.27770010464721256,1.1233663430916581e-05,0.18567278420960065,1.105017124321724e-05,0.28943022546859887,3.580019991886729e-05,0.25637422525618647,7.837268905076818e-06,0.18831344374588557,2.4432496502413414e-05,0.40307907471733706,6.597098794072149e-06,0.33092729512013885,8.096094223662332e-06,0.20789554823614373,1.2720249212835842e-05,0.2429439127445221,1.939426471153638e-05,0.23426973707916468,1.180733385930114e-05,0.20629159566395136,1.837395201646916e-05,0.39742221118825855,7.270665812277664e-06,0.247131823463309,1.7183519942550035e-05,0.23526528245385955,1.1565698757883237e-05,0.2040084656327963,9.579000926388895e-06,0.2034793336698342,9.545591100710399e-06,0.30062741569325896,8.357652419201972e-06,0.22838488992835795,1.0647924411395187e-05,0.1793790624042352,8.217770719435673e-06,0.27752233621733746,1.1856979293593913e-05,0.2535754281894437,1.662462068858466e-05,0.37703545987606046,8.39936674613758e-06,0.17966997212109467,8.300628583886768e-06,0.22506287912764247,1.6040041662072615e-05,0.2941272586584091,7.559676942037186e-06,0.33988067111180675,1.0485792640316327e-05,0.1612281492756059,6.832280997552213e-06,0.1937258963199223,8.268594116182559e-06,0.24256424064327392,2.5143147361690822e-05,0.11848332649717729,1.2253951989957083e-05,0.19275840400503233,1.0848035427758217e-05,0.36816606398385304,6.6404762435468e-06,0.3422417180022089,1.2310716649968837e-05,0.3246692841251691,1.4323799626304713e-05
10400,0.28032431498169896,1.2495962832872465e-05,0.298287456786191,1.2102602584962841e-05,0.1644626270766215,1.3619402049395527e-05,0.3254273466192759,0.00017116565171153733,0.2699065413090247,8.185460272595921e-06,0.20334576283182418,3.01709791788848e-05,0.4159404870963866,6.20159198110888e-06,0.3242613841828547,9.896135307335977e-06,0.20919042153731932,1.362228165017089e-05,0.2417684756219387,2.704299129163701e-05,0.22141016282882817,1.537284888217421e-05,0.19883904362819632,1.814043225656823e-05,0.3924479407794548,9.945395835199054e-06,0.25042707997966895,1.1363157585892072e-05,0.2600767289233558,1.1169092944970436e-05,0.21540013204018274,1.1983030020701335e-05,0.19275524469447278,1.0167998999306638e-05,0.2941116054978552,9.937399508394667e-06,0.22327123316270964,1.5657263926779512e-05,0.19375242638091247,8.768311608567577e-06,0.28358743573844547,1.4374256221681382e-05,0.263655549680282,1.943336256715611e-05,0.39928444584210715,8.562960726218686e-06,0.17247948470370222,1.388679259359075e-05,0.1952748941109767,1.9065256673283804e-05,0.29867116659879683,8.001303876881139e-06,0.32440627883038214,1.207856853067912e-05,0.16105427189419666,7.544864558894915e-06,0.18378198753823252,1.049178170179028e-05,0.2232216947126172,3.855662418661062e-05,0.12496481573830048,1.1745542966915915e-05,0.1873323405877902,1.8294544505491874e-05,0.37816647798396075,7.637636083647802e-06,0.35019054790822474,1.4546455130995326e-05,0.3432847538756,1.7942700853584232e-05
10500,0.24409766231973967,1.6079743600888228e-05,0.26556939272968855,1.5260623968060827e-05,0.18087465817128154,1.637426540431382e-05,0.31235467264285455,0.00016754422655892016,0.25217295400326767,8.37649769555125e-06,0.198592694742339,2.7544268959900364e-05,0.442303394117663,1.0379737364385825e-05,0.3360476264435994,1.1935952118703522e-05,0.21071518115887913,1.6060984369722042e-05,0.2413786705583334,2.9644486971847073e-05,0.2391410511702782,2.0149259176990053e-05,0.19973569264521404,2.3103338003702632e-05,0.41554635379350546,1.015670241513638e-05,0.25430994232495624,1.4068335555307524e-05,0.2581652895273531,1.467411568014273e-05,0.19707870157435536,1.2914665807291689e-05,0.20394833348247976,1.3240769500758428e-05,0.26520226452546786,1.4347202638038905e-05,0.22676927809204375,1.4816427102865809e-05,0.19019633350272974,1.2725434807710674e-05,0.2919948479477171,1.5147548153038315e-05,0.2583110840392432,1.91910596579906e-05,0.4185508018732071,1.3611342881934736e-05,0.17691800145742795,1.7129622650221186e-05,0.23568887890331328,2.4033772530986296e-05,0.23422419875860215,1.0020040781455463e-05,0.35074042294534946,1.4759266824446439e-05,0.14419716852717102,1.0870493506824156e-05,0.19102390855550766,1.4034141837354956e-05,0.23653178045436019,4.5831291664223e-05,0.13768793538833657,1.3394063368347512e-05,0.1740018785572969,1.6829214993881928e-05,0.38678321056067944,8.402584460152586e-06,0.35038286447525024,1.3505368097567708e-05,0.3365117986169126,2.1175832532410117e-05
10600,0.23952039271593095,1.5092973856856892e-05,0.2662190345150453,1.4714023058736024e-05,0.11551887473615352,1.4453943170641045e-05,0.31629866768534365,0.00020911769248379222,0.24001543148408963,9.034767736356795e-06,0.1643413741673742,3.468213019784473e-05,0.3971531231316828,1.0435233828927941e-05,0.3080818710946723,1.0808785450116806e-05,0.22571552716950072,1.5070733730923006e-05,0.1823006416670978,3.734239874120249e-05,0.1922431844257876,1.698906952001338e-05,0.20746226221018907,2.6181105855654577e-05,0.36694543447458383,1.130665207015089e-05,0.22909436235557112,1.9298439924293206e-05,0.24978846824344467,1.4685127995803402e-05,0.19235921961565813,1.3995599848234027e-05,0.16663530291545958,1.1710191368289694e-05,0.24319660333515722,1.4327858698840217e-05,0.18467688161347592,1.5519413019709255e-05,0.17839538132150967,1.2026266769756452e-05,0.2662153536720395,1.2365919362390143e-05,0.25961304638933924,1.8984472962050143e-05,0.34565716445446015,1.4679784291426282e-05,0.16356148621998728,1.2543218205488909e-05,0.1593981690350033,2.4575938332707173e-05,0.26926840394735335,1.1534587156347697e-05,0.3079261037731363,1.4281085599020205e-05,0.12096849972537409,9.851696622339054e-06,0.16074236732195404,1.241215066610333e-05,0.20730788986979715,3.743044873676955e-05,0.10574945231899618,1.4216560062626134e-05,0.14417517414459816,1.70716296959374e-05,0.3915371269417497,7.971385799648418e-06,0.3510691420879306,1.7685417043505765e-05,0.32450111624267364,1.7233589473006658e-05
10700,0.2943987504641215,2.088833508423704e-05,0.2928457342916065,2.0274113778753047e-05,0.18914607092544125,1.714910778597793e-05,0.33209882464546425,0.001534463813277398,0.2627327515731884,1.2922215809846386e-05,0.23068714354719436,4.01062165370344e-05,0.4177645067534139,1.098030762595074e-05,0.35407233179399844,1.1467555547770453e-05,0.2550919954959728,1.9636218430346333e-05,0.22463815612718463,4.289562798476254e-05,0.2347293150478997,1.8842515347797067e-05,0.2533916255497203,2.122857155455324e-05,0.41148849418669037,1.1678327186101258e-05,0.25902213826846104,2.4991009027100077e-05,0.2690639675101813,1.669695636123566e-05,0.22437377041205764,1.3667678859500635e-05,0.21323150527175694,1.438365904012547e-05,0.27689749483443515,1.885810859134893e-05,0.2285228126815387,1.866901986805455e-05,0.19605696668227512,1.3367426901898701e-05,0.27413368184139614,1.940585527790972e-05,0.31048686017415356,2.182612324069006e-05,0.3707870070139567,1.7447015235726818e-05,0.19080362603999673,1.640486035133411e-05,0.2045199747921692,3.0393160552684715e-05,0.3120232537388802,1.2746197080559796e-05,0.3646470270450077,1.4776020826216594e-05,0.16456004158438495,1.3815381523822149e-05,0.1822812185567968,1.9071463012711746e-05,0.22568772630315395,4.916832707998941e-05,0.14410286094993352,1.7909098604225924e-05,0.17377122663534605,2.050990991182726e-05,0.29459928463284785,1.4251116416866913e-05,0.3691442370778177,1.8119310963323563e-05,0.3534064210123486,2.3650078509894633e-05
10800,0.268183503250281,1.8452770386829798e-05,0.29457424443077157,1.788106545872223e-05,0.1985670798943223,1.1868740349048798e-05,0.28403660907195166,0.0002559431334457958,0.26027690774843665,1.128083726189864e-05,0.16921724272625788,3.3654438993835356e-05,0.40702005427691246,1.3498145399866658e-05,0.3381334800077112,1.290833743146442e-05,0.24761977367386034,1.7168675942483317e-05,0.2197864311747253,3.485310026007937e-05,0.22815192445543492,1.6154931570102313e-05,0.21379526628523457,2.5171679685719975e-05,0.4008024565198205,8.575404394557125e-06,0.23831903758797457,1.843808536422688e-05,0.26143639924771644,1.7701773572298407e-05,0.2177833877503872,1.4344366339476741e-05,0.20170160848647356,1.4000592447668428e-05,0.2598965410378915,1.6993200826526603e-05,0.21850434238357203,1.4111381297254866e-05,0.18019097862144312,1.3162424919149392e-05,0.2554901442736781,1.5399367934011166e-05,0.2823002371338329,1.7005415652907425e-05,0.3837952548265457,1.591280507606522e-05,0.18827683875182022,1.4674884861657725e-05,0.21508938239680397,2.7159197523519292e-05,0.30177251622080803,1.0540918037804658e-05,0.34488575310716707,1.2195201782839333e-05,0.1431112994129459,1.2373219223131096e-05,0.17012723603231064,1.6922613045768658e-05,0.2446345065930678,4.739655529676618e-05,0.124953776927044,1.3599337501849125e-05,0.17231627123860213,1.6002826656019282e-05,0.3093428293672892,1.4018227738268672e-05,0.3423662346492453,1.5595839003497796e-05,0.31071199890640044,4.287125923636065e-05
10900,0.2745471375187238,1.769528420481947e-05,0.29685621170534027,1.52983172264848e-05,0.18302546624909155,2.0912418108309794e-05,0.3470350668980525,0.0010702113204633162,0.28691650144284286,1.0289168300649963e-05,0.1844682948929923,3.4082827629130664e-05,0.4596030852727352,1.0396135960931016e-05,0.34277401060650226,1.0291801077612131e-05,0.24836849522647225,1.8482797577666753e-05,0.23999450914561749,3.5265195947431494e-05,0.2365542419835419,1.9338349379736822e-05,0.2376587647108399,2.0987366501778563e-05,0.44476542486385867,8.030013873394637e-06,0.25407914562630607,1.5239929930223958e-05,0.2794713814468945,1.5575156765086883e-05,0.22411409299820662,1.3496637867168223e-05,0.22486100076431675,1.2037118243110204e-05,0.27939048588653154,1.7417210741930118e-05,0.266113889004503,1.448480379094365e-05,0.1899267052859068,1.1889481865334043e-05,0.2770998238486125,1.633210281252782e-05,0.2992179478917803,1.8139208793042728e-05,0.3641905341545741,1.4353956785271294e-05,0.1813591028796509,1.3768249592279366e-05,0.2395665579963298,2.7302378572448292e-05,0.32933453321456907,1.0718799876485718e-05,0.35458229773587757,1.5510424463532365e-05,0.16782211295018593,1.2142262259355144e-05,0.18974285853259704,1.5594586583949206e-05,0.26958452591732623,3.61523152165436e-05,0.1318669900484383,1.3861524236441861e-05,0.1773249747661444,1.798664959114131e-05,0.32601311946144473,1.148095783885485e-05,0.3875948108914422,1.4463643673834888e-05,0.311285516868035,2.673542827677819e-05
11000,0.2749088724454244,1.7302953600998687e-05,0.27451162150612585,1.833591490038897e-05,0.18677737088970994,2.2863911453896435e-05,0.2941366769373417,4.673836963145452e-05,0.2597132931593098,1.0011107752988313e-05,0.22054297157696315,5.1954454128073326e-05,0.43073567135199425,1.2160186541208414e-05,0.3302708652458693,9.703742938726415e-06,0.23423687316760233,1.9700821653685446e-05,0.20242144633084536,3.477570163568089e-05,0.215721791432265,2.0723814006689485e-05,0.23334220272241807,2.12135593189988e-05,0.42683564261956647,7.886842685035266e-06,0.26614825215867977,1.802001224515345e-05,0.26996286550865456,1.681814566689568e-05,0.22935590225582322,1.2881503534363977e-05,0.22445330594755,1.253092181519562e-05,0.28443642488763304,1.4729771519456865e-05,0.23142820091119834,1.1690515480365451e-05,0.18093597228328387,1.3774164964767502e-05,0.2877725627658947,1.3481435078087036e-05,0.2979820519685745,1.6098306824728426e-05,0.36766453365484875,1.2764612591430099e-05,0.17821478329909343,1.5307866586529902e-05,0.22772385913228232,2.650421962850184e-05,0.29183196276426315,8.084003729891264e-06,0.33592993465642773,1.1564642206042575e-05,0.17192632161701718,1.1930395769373566e-05,0.19748998236130266,1.344499702393959e-05,0.23337589594490465,3.5656846556952176e-05,0.10667725713302692,1.428927992037643e-05,0.162566566409973,2.010354161869215e-05,0.31972369795235306,1.0031635587036082e-05,0.3614179228500622,1.3480588194863407e-05,0.32620538771152496,2.9458738190947366e-05
11100,0.27699212630589803,1.4189128530688321e-05,0.26872155953336646,1.3651679224764208e-05,0.17838422303126814,1.730345885183245e-05,0.3356441079423978,3.3907135299999095e-05,0.2609611762381053,8.732730644693174e-06,0.18953452897923334,2.9706259218593395e-05,0.4337505811164456,6.7286894851613694e-06,0.3402568497940114,9.93806161144867e-06,0.2407447611795196,1.3241912720591071e-05,0.216504018753767,2.694297120342526e-05,0.2623794890989055,1.298917319136757e-05,0.21433895313161977,2.1710275848131365e-05,0.42274899645285174,8.158648253094835e-06,0.25103764173885185,1.202980352025296e-05,0.2527083688579938,1.1754240123242626e-05,0.20703640083471933,8.50682094721833e-06,0.2053640581268285,1.0984932932463684e-05,0.2751710185710388,1.1951117422725048e-05,0.2324245170290981,1.1854250861428487e-05,0.18642399072647095,9.49211659417415e-06,0.3062096171079107,1.1958178755341246e-05,0.2698549951892346,1.4580445297594582e-05,0.38618846187988914,1.1251856446961029e-05,0.16752979185742636,8.761898364658312e-06,0.22762759495526552,2.221124348233432e-05,0.26955410093069077,8.57832856127061e-06,0.36141974575096564,1.0185478271846331e-05,0.1578908272398015,9.92348495050995e-06,0.19578462690114976,1.1490833553045162e-05,0.2649833315743073,3.275188926695151e-05,0.12012256588942061,1.1126140614881782e-05,0.18458982757650888,1.2310079695837954e-05,0.3572596265719487,1.1216675495426478e-05,0.37169305716709394,1.1755059935788866e-05,0.299719194157256,2.0146757530407438e-05
11200,0.2626133353511492,1.9542872861772292e-05,0.2642395885454284,1.7023572169179074e-05,0.15891657883184962,2.188521883302504e-05,0.3002020004850168,0.00011112851974967971,0.2514923581782776,1.0362016519426521e-05,0.1750811721597399,3.719912924030463e-05,0.42887843977059087,9.08189688912429e-06,0.3190624864869996,1.2536033024371376e-05,0.21657425731043273,2.1052272921834523e-05,0.21923443162813783,3.010538267744778e-05,0.2176193727646023,1.907203312261297e-05,0.20669969885933157,2.2990103054919983e-05,0.4052545502781868,1.095578192110803e-05,0.2370218841471907,1.4758614595807144e-05,0.24569716144572287,1.4929568414224965e-05,0.2021115190970401,1.2396607151761904e-05,0.1893707785444955,1.2370028197697788e-05,0.24831385335213021,1.2603997341021924e-05,0.213764968461224,1.3456478407241385e-05,0.17846969795723755,1.1740553835200748e-05,0.2599527753384721,1.646377717277731e-05,0.2715728348121047,1.8233889745390896e-05,0.3967206573486328,1.365409861743198e-05,0.18848518162655334,1.3153913111333774e-05,0.22088962704652831,2.705989492376772e-05,0.2874137595295906,1.0142131850443548e-05,0.32197389222921863,1.3362939517763504e-05,0.13832556502893567,1.010041531538756e-05,0.16464258498128723,1.2954848083983747e-05,0.21340299648563227,3.867497573464202e-05,0.11250007909412185,1.3856879847177577e-05,0.15534842372513735,1.6742186350991407e-05,0.30330201582266736,9.825646069080343e-06,0.35304796568504193,1.640876902728251e-05,0.28201336248053444,3.182606474183558e-05
11300,0.2599295047918955,1.8855891630664702e-05,0.25828152563836837,1.9028515663632317e-05,0.14177539407198006,1.709149472617355e-05,0.3001636097064385,5.455388531327816e-05,0.23998517288437374,1.1058519634435136e-05,0.14725585814033235,3.7214662370388396e-05,0.40426370213108676,1.1238685440349077e-05,0.32679047229650776,1.2878041560856888e-05,0.21843001873621457,2.3625310908571435e-05,0.20328683126717806,4.0720484491885145e-05,0.23100501657061187,1.974733886021972e-05,0.2085586342276359,2.7354855746478056e-05,0.3702031301729607,1.2542463578442534e-05,0.24032514495775104,1.6842526539069997e-05,0.22943912547300843,1.5369842569324486e-05,0.1804519503687819,1.441917910938173e-05,0.19132814500924378,1.2028710113467933e-05,0.2528640191200413,1.632215067338275e-05,0.2282355148345232,1.8453021624509347e-05,0.18807967672745388,1.1675668776357877e-05,0.2672917455917531,1.7841506089356384e-05,0.23976145897592818,1.7161752982782934e-05,0.3682108253240585,1.3915334234297916e-05,0.17005105279386043,1.1398000485011531e-05,0.20696996932937986,3.728770682770003e-05,0.24955682158470155,1.210044720210135e-05,0.33460136172511884,1.766485878863844e-05,0.15182272622284168,1.2100011858251492e-05,0.16807436119107638,1.4714514050491047e-05,0.23774737658940495,4.2756220028100105e-05,0.12417123158151905,1.486118132258222e-05,0.16508829436050013,1.9955420183438175e-05,0.3795627012419013,6.49714520543162e-06,0.3567384580468259,1.660547433896393e-05,0.2859676629304886,3.1689023520205715e-05
11400,0.27034629007180533,1.7069973420499688e-05,0.2874371809539972,1.5383464760479574e-05,0.15149403496858818,2.0299770331651718e-05,0.3048357800795482,0.0002904005620726261,0.2440480781789822,7.071622402276538e-06,0.169693329504558,2.6535913223467234e-05,0.38391308895041865,1.1556283454645441e-05,0.3187674840814189,1.0951869831232167e-05,0.21140277204162713,1.7368081611079382e-05,0.20086144702509046,2.2586784837130836e-05,0.21698646163740368,1.5762583972092318e-05,0.22107478238794268,1.9701926044499672e-05,0.4058404691291578,8.54690909529216e-06,0.23736766547980634,1.2026240455904343e-05,0.24025202816461816,1.1351206929997287e-05,0.19173776529108486,1.0846858801964268e-05,0.19286386571114972,1.049614447183666e-05,0.2794140586747399,1.45057606200853e-05,0.22843551183385508,1.5409072068856794e-05,0.17693029729028542,9.893791431826079e-06,0.2694606182687284,1.5384911858153425e-05,0.2717862437213106,1.594188538181892e-05,0.3822004371881485,9.202369338557523e-06,0.16334762253488103,1.0847115398367653e-05,0.2039872645178721,2.274140174882805e-05,0.2904500141739845,1.0462976842973148e-05,0.31557579086192195,1.2754447845230559e-05,0.17102678663407764,1.1173356800971609e-05,0.19216986522078514,1.3325914188258406e-05,0.23442063141133515,4.5617353796314416e-05,0.10955488204645614,1.4160008244440785e-05,0.14376992803926653,1.5046593533113013e-05,0.31947800094405043,9.792568942674943e-06,0.3626589297157962,1.707354282028219e-05,0.2799716343482335,3.216561309374002e-05
11500,0.2438482700785001,1.7836549747395718e-05,0.2622712977506496,1.955553280249997e-05,0.13933690096018836,1.8623262652302703e-05,0.3041952370451047,0.00011896520773007069,0.25437786312231536,9.939689493012914e-06,0.1838394978216716,2.6026773217121706e-05,0.4115152159525502,1.1220843899287325e-05,0.32288549409100886,1.2364965192097388e-05,0.22844251231113566,1.8963107430564273e-05,0.22772089298814535,3.168943112541456e-05,0.22456544806410408,2.334917034917408e-05,0.2079483586154422,1.8649679003253685e-05,0.36746773191473703,1.1259757532873968e-05,0.24872681449491982,2.3610251761593563e-05,0.24854072354295675,1.520888190899474e-05,0.2043472803197801,1.0393043126555312e-05,0.2027575744182936,1.536223532417309e-05,0.23712439000417915,1.759270048175575e-05,0.22670169015015876,1.5340861178206717e-05,0.19058177545666694,1.0901044558219534e-05,0.26626902890865706,1.4470581413770736e-05,0.2499543785649751,1.757007464878565e-05,0.36226556201775867,1.3522019881596256e-05,0.167887073662132,9.805894429367375e-06,0.20517041025653718,2.9883863055782435e-05,0.26441415548324587,1.1888959988937131e-05,0.31679304635092137,1.423312981922854e-05,0.13592849276028574,1.2165808963497208e-05,0.1569799842641634,1.5686275221870507e-05,0.2497252755227589,4.628348405012437e-05,0.1277756806074952,1.4315568853741448e-05,0.164382799456899,1.780449824414413e-05,0.35005238845657843,9.641023277359076e-06,0.32805266721946436,1.4222289774063872e-05,0.3186999029583401,2.7882028411517644e-05
11600,0.2498293357094129,1.9483912225647752e-05,0.243600747651524,2.035578401975929e-05,0.16404846610384993,1.976350355903378e-05,0.3013861953639067,0.0002927765528633804,0.2257799720273742,1.0441774881794025e-05,0.1954493714230401,2.6699153100448063e-05,0.3880052546099309,1.4170511796633477e-05,0.3079699598448841,1.3254047766957611e-05,0.21639946789209602,2.0241249745318967e-05,0.2197538441978395,3.529233731569548e-05,0.24733397794921916,1.9081815953597222e-05,0.1927532986262623,2.1571073981082305e-05,0.38921126542669354,1.340776601878271e-05,0.2486746172053796,2.4614933755112194e-05,0.23511995074941833,1.834723515297382e-05,0.18615336436778307,1.2912338576143156e-05,0.18267395411662402,1.3206705845158511e-05,0.25627166372311266,1.7990620240716106e-05,0.21969166291611536,1.7141046628564383e-05,0.17515627707044285,1.2563966331526899e-05,0.2686802129471359,1.7268240144010005e-05,0.26245143899827134,1.6491113251098405e-05,0.3956864186127981,1.388709182265302e-05,0.16123416212697825,1.2802747066113323e-05,0.23420178248650497,2.9949092717764697e-05,0.28431560546159745,8.942576459958219e-06,0.33367294313446166,1.69781168874432e-05,0.1492080921695257,1.2712462599040464e-05,0.16578407620682437,1.6487591173084664e-05,0.2276252965563007,4.6399522181027646e-05,0.11924087264885505,1.4336900347492095e-05,0.1880666375733339,1.9368855996267834e-05,0.369257053002142,1.0091143672333112e-05,0.3450118720349742,1.84214782637621e-05,0.31060588111480075,2.910825530004028e-05
11700,0.26714784880479175,2.35813219683223e-05,0.2768596946089356,2.0842084209275696e-05,0.18788956775097176,2.011585301412803e-05,0.3286905895632047,0.00024398346499678015,0.24285287428883057,1.341462877715895e-05,0.15228336730173656,3.512488222310951e-05,0.40904418114692936,1.4219535005982071e-05,0.3280512581726438,1.4362661186408476e-05,0.21057063202031806,2.3132877575485105e-05,0.21947698760777712,4.0154340183562454e-05,0.22768208681390892,1.938322856351898e-05,0.18537229892550683,2.0416341766001413e-05,0.4069073276989388,1.626351696483074e-05,0.24296310177129327,2.0150131478424033e-05,0.24298676616128753,2.1204763359438563e-05,0.1893640784546733,1.712162741303776e-05,0.20201399703953593,1.4774717533733955e-05,0.25436852796922754,2.167581430823495e-05,0.22703296824225358,1.9880673452884628e-05,0.17922511292000612,1.2802492887355281e-05,0.2895770278879074,1.6703237350904707e-05,0.2489317703127329,2.5669507733385088e-05,0.3660687815149625,1.5870582431792474e-05,0.18727156355356175,1.4332293615855935e-05,0.21826370539409773,2.7893404632907603e-05,0.28099705576896666,1.4060298690310447e-05,0.3287292161295491,1.967939262994473e-05,0.14900679339189082,1.333606850077255e-05,0.1853919798398719,2.204159756515497e-05,0.23325160956911503,5.663985515521715e-05,0.11985139447574814,1.6795870719761298e-05,0.1764231351419137,2.4825726759795194e-05,0.37854908335094267,1.0404262507808408e-05,0.3422466860856952,2.0541753556466486e-05,0.29872380528185105,3.0941568285116875e-05
