Checkpoint,arrive,ascend,chase,climb,crawl,creep,cross,cycle,dash,depart,descend,drift,flee,float,fly,gallop,glide,go,hasten,hike,hurry,inch,journey,limp,lurch,march,meander,paddle,plunge,race,ride,row,run,rush,sail,scramble,skate,speed,stagger,stumble,swim,taxi,travel,tumble,walk,wander
101000,0.7692307692307693,0.925,0.125,0.4642857142857143,1.0,1.0,0.45901639344262296,1.0,0.8888888888888888,1.0,0.9402985074626866,0.9642857142857143,1.0,0.7727272727272727,0.9666666666666667,1.0,1.0,1.0,0.0,1.0,0.38095238095238093,0.0,0.9523809523809523,1.0,1.0,0.9452054794520548,0.625,1.0,0.8333333333333334,0.2571428571428571,0.7708333333333334,0.7857142857142857,0.972972972972973,0.9090909090909091,0.9418604651162791,0.0,1.0,1.0,0.0,0.3333333333333333,0.8936170212765957,0.2857142857142857,0.9891304347826086,0.8571428571428571,0.9767441860465116,1.0
102000,0.8974358974358975,0.95,0.125,0.8928571428571429,0.9333333333333333,0.6,0.45901639344262296,1.0,0.8888888888888888,1.0,0.9402985074626866,0.9464285714285714,1.0,0.8636363636363636,0.9777777777777777,1.0,1.0,1.0,0.1111111111111111,1.0,0.8095238095238095,0.0,0.9523809523809523,1.0,1.0,0.9452054794520548,0.25,1.0,0.8333333333333334,0.8285714285714286,0.9583333333333334,0.8571428571428571,0.972972972972973,0.9494949494949495,0.9418604651162791,0.0,1.0,1.0,0.6,1.0,0.9148936170212766,0.2857142857142857,0.9891304347826086,0.8571428571428571,1.0,1.0
103000,0.8205128205128205,0.925,0.0,0.35714285714285715,0.9333333333333333,0.6,0.5573770491803278,1.0,0.8888888888888888,1.0,0.9402985074626866,0.9642857142857143,1.0,0.8181818181818182,0.9666666666666667,1.0,1.0,0.9902912621359223,0.1111111111111111,0.875,0.8809523809523809,0.0,0.9523809523809523,0.8888888888888888,1.0,0.9452054794520548,0.0,1.0,0.8333333333333334,0.17142857142857143,0.75,0.2857142857142857,0.972972972972973,0.9393939393939394,0.9302325581395349,0.14285714285714285,0.75,1.0,0.0,1.0,0.8723404255319149,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.9767441860465116,1.0
104000,0.717948717948718,0.85,0.0,0.30357142857142855,1.0,0.6,0.6885245901639344,1.0,0.8888888888888888,1.0,0.9402985074626866,0.9464285714285714,1.0,0.8181818181818182,0.9555555555555556,0.6666666666666666,1.0,1.0,0.0,1.0,0.023809523809523808,0.5,0.9523809523809523,1.0,1.0,0.958904109589041,0.375,1.0,0.8333333333333334,0.7714285714285715,0.8958333333333334,0.7857142857142857,0.9594594594594594,0.5757575757575758,0.9186046511627907,0.0,1.0,1.0,0.0,1.0,0.9574468085106383,0.7142857142857143,0.9891304347826086,0.8571428571428571,1.0,1.0
105000,0.7692307692307693,0.7,0.0,0.2857142857142857,1.0,0.6,0.19672131147540983,1.0,0.8888888888888888,1.0,0.9253731343283582,0.9464285714285714,1.0,0.5909090909090909,0.9777777777777777,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.9523809523809523,1.0,0.5,0.9178082191780822,0.25,1.0,0.5,0.0,0.7083333333333334,0.42857142857142855,0.9459459459459459,0.9090909090909091,0.9651162790697675,0.0,1.0,1.0,0.6,1.0,0.9148936170212766,0.0,0.9891304347826086,0.8571428571428571,0.9651162790697675,1.0
106000,0.7948717948717948,0.775,0.0,0.5535714285714286,0.8666666666666667,0.4,0.36065573770491804,0.8333333333333334,0.6666666666666666,1.0,0.9402985074626866,0.9464285714285714,0.9855072463768116,0.6818181818181818,0.9333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,1.0,0.35714285714285715,0.0,0.9523809523809523,0.3333333333333333,0.5,0.9178082191780822,0.0,0.2,0.8333333333333334,0.11428571428571428,0.7083333333333334,0.6428571428571429,0.7972972972972973,0.5050505050505051,0.9069767441860465,0.0,1.0,1.0,0.0,0.5,0.8297872340425532,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.9651162790697675,1.0
107000,0.717948717948718,0.75,0.0,0.4642857142857143,0.8666666666666667,0.4,0.4262295081967213,1.0,0.7777777777777778,1.0,0.9253731343283582,0.9464285714285714,1.0,0.6818181818181818,0.9444444444444444,0.0,1.0,1.0,0.0,0.75,0.2857142857142857,0.0,0.8095238095238095,0.2222222222222222,1.0,0.8767123287671232,0.0,0.6,0.8333333333333334,0.0,0.14583333333333334,0.7142857142857143,0.9594594594594594,0.6464646464646465,0.8953488372093024,0.0,0.25,1.0,0.0,0.0,0.8085106382978723,0.2857142857142857,0.9891304347826086,0.8571428571428571,0.9069767441860465,1.0
108000,0.7948717948717948,0.9,0.0,0.26785714285714285,0.3333333333333333,0.4,0.36065573770491804,1.0,0.8888888888888888,1.0,0.9253731343283582,0.9285714285714286,1.0,0.5,0.9333333333333333,0.6666666666666666,1.0,1.0,0.1111111111111111,0.75,0.11904761904761904,0.0,0.9047619047619048,0.8888888888888888,1.0,0.8767123287671232,0.25,1.0,0.8333333333333334,0.17142857142857143,0.375,0.42857142857142855,0.9594594594594594,0.6868686868686869,0.8837209302325582,0.0,1.0,1.0,0.0,0.3333333333333333,0.7659574468085106,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.8953488372093024,1.0
109000,0.7692307692307693,0.875,0.25,0.25,0.9333333333333333,0.8,0.7540983606557377,1.0,0.8888888888888888,1.0,0.9402985074626866,0.9642857142857143,1.0,0.7727272727272727,0.9333333333333333,0.6666666666666666,1.0,1.0,0.0,1.0,0.5952380952380952,0.0,0.9523809523809523,1.0,1.0,0.958904109589041,0.375,1.0,0.8333333333333334,0.4857142857142857,0.7916666666666666,0.7142857142857143,0.972972972972973,0.9494949494949495,0.8953488372093024,0.0,0.5,1.0,0.0,1.0,0.9148936170212766,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.9534883720930233,1.0
110000,0.7692307692307693,0.9,0.0,0.6071428571428571,0.9333333333333333,1.0,0.19672131147540983,1.0,0.7777777777777778,1.0,0.9253731343283582,0.9285714285714286,0.9855072463768116,0.8636363636363636,0.9111111111111111,1.0,1.0,0.9902912621359223,0.1111111111111111,0.875,0.5476190476190477,0.0,0.9523809523809523,0.8888888888888888,1.0,0.8767123287671232,0.625,1.0,0.8333333333333334,0.6,0.6041666666666666,0.8571428571428571,0.9324324324324325,0.9393939393939394,0.9186046511627907,0.14285714285714285,1.0,1.0,0.8,1.0,0.8297872340425532,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.9534883720930233,1.0
111000,0.8205128205128205,0.9,0.0,0.5892857142857143,0.8,0.4,0.36065573770491804,1.0,0.7777777777777778,1.0,0.9253731343283582,0.9464285714285714,1.0,0.7272727272727273,0.9666666666666667,0.6666666666666666,1.0,1.0,0.0,1.0,0.047619047619047616,0.0,0.9047619047619048,0.1111111111111111,0.0,0.9315068493150684,0.25,1.0,0.8333333333333334,0.17142857142857143,0.75,0.21428571428571427,0.972972972972973,0.8484848484848485,0.8953488372093024,0.0,1.0,1.0,0.0,0.16666666666666666,0.7446808510638298,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.9767441860465116,1.0
112000,0.7692307692307693,0.875,0.25,0.42857142857142855,1.0,0.6,0.6065573770491803,1.0,0.7777777777777778,1.0,0.9402985074626866,0.9642857142857143,1.0,0.6818181818181818,0.9666666666666667,1.0,1.0,1.0,0.0,1.0,0.6190476190476191,0.0,0.9523809523809523,0.6666666666666666,1.0,0.9315068493150684,0.25,1.0,0.8333333333333334,0.8285714285714286,0.8333333333333334,0.7857142857142857,0.972972972972973,0.8888888888888888,0.9186046511627907,0.0,1.0,1.0,0.0,0.8333333333333334,0.6595744680851063,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.9186046511627907,1.0
113000,0.7692307692307693,0.925,0.0,0.625,0.8,0.4,0.08196721311475409,1.0,0.8888888888888888,1.0,0.9402985074626866,0.9285714285714286,1.0,0.45454545454545453,0.9444444444444444,0.3333333333333333,1.0,1.0,0.0,1.0,0.09523809523809523,0.0,0.9523809523809523,0.6666666666666666,1.0,0.863013698630137,0.25,1.0,0.8333333333333334,0.22857142857142856,0.2708333333333333,0.21428571428571427,0.9594594594594594,0.35353535353535354,0.9069767441860465,0.0,0.5,1.0,0.0,0.0,0.46808510638297873,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.9534883720930233,1.0
114000,0.7948717948717948,0.95,0.125,0.26785714285714285,1.0,0.8,0.09836065573770492,1.0,0.8888888888888888,1.0,0.9253731343283582,0.9464285714285714,1.0,0.8636363636363636,0.9666666666666667,0.6666666666666666,1.0,1.0,0.0,0.875,0.5,0.5,0.9523809523809523,0.8888888888888888,1.0,0.8356164383561644,0.0,1.0,0.8333333333333334,0.2,0.16666666666666666,0.7142857142857143,0.9594594594594594,0.898989898989899,0.9069767441860465,0.0,1.0,1.0,0.6,1.0,0.8723404255319149,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.9302325581395349,1.0
115000,0.8461538461538461,0.9,0.125,0.6785714285714286,0.8666666666666667,0.6,0.4098360655737705,1.0,0.8888888888888888,1.0,0.8805970149253731,0.9642857142857143,1.0,0.6818181818181818,0.9666666666666667,0.6666666666666666,1.0,1.0,0.0,0.875,0.07142857142857142,0.0,0.9523809523809523,1.0,1.0,0.9726027397260274,0.5,1.0,0.6666666666666666,0.14285714285714285,0.7916666666666666,0.35714285714285715,0.972972972972973,0.7272727272727273,0.9418604651162791,0.0,1.0,1.0,0.0,0.8333333333333334,0.6595744680851063,0.2857142857142857,0.9891304347826086,0.42857142857142855,1.0,1.0
116000,0.9743589743589743,0.95,0.25,0.9642857142857143,1.0,1.0,0.8524590163934426,1.0,0.8888888888888888,1.0,0.9402985074626866,0.9642857142857143,1.0,0.9090909090909091,0.9666666666666667,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.9523809523809523,1.0,1.0,0.9863013698630136,0.25,1.0,0.8333333333333334,0.8571428571428571,0.9583333333333334,0.9285714285714286,0.972972972972973,0.9393939393939394,0.9651162790697675,0.42857142857142855,1.0,1.0,0.0,1.0,1.0,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.9883720930232558,1.0
117000,0.8461538461538461,0.95,0.125,0.9285714285714286,1.0,0.8,0.7868852459016393,1.0,0.8888888888888888,1.0,0.9253731343283582,0.9464285714285714,1.0,0.8636363636363636,0.9666666666666667,1.0,1.0,1.0,0.0,1.0,0.6428571428571429,0.5,0.9523809523809523,1.0,1.0,0.958904109589041,0.375,1.0,0.8333333333333334,0.8571428571428571,0.875,0.7857142857142857,0.972972972972973,0.9595959595959596,0.9186046511627907,0.0,1.0,1.0,0.0,0.8333333333333334,0.9361702127659575,0.7142857142857143,0.9891304347826086,0.8571428571428571,1.0,1.0
118000,0.9487179487179487,0.925,0.125,0.5,1.0,1.0,0.5573770491803278,1.0,0.8888888888888888,1.0,0.9402985074626866,0.9642857142857143,1.0,0.8636363636363636,0.9333333333333333,1.0,1.0,1.0,0.0,0.875,0.5,0.5,0.9523809523809523,1.0,1.0,0.9726027397260274,0.5,0.8,0.8333333333333334,0.8285714285714286,0.8333333333333334,0.7857142857142857,0.972972972972973,0.9292929292929293,0.9418604651162791,0.2857142857142857,1.0,1.0,0.0,1.0,0.9148936170212766,0.7142857142857143,0.9891304347826086,0.8571428571428571,1.0,1.0
119000,0.7692307692307693,0.75,0.125,0.39285714285714285,0.9333333333333333,0.6,0.39344262295081966,1.0,0.7777777777777778,1.0,0.9402985074626866,0.9642857142857143,0.9855072463768116,0.8181818181818182,0.9555555555555556,1.0,1.0,1.0,0.0,0.75,0.09523809523809523,0.5,0.9523809523809523,1.0,1.0,0.863013698630137,0.25,1.0,0.8333333333333334,0.02857142857142857,0.625,0.5,0.972972972972973,0.7777777777777778,0.8837209302325582,0.0,0.75,1.0,0.0,1.0,0.9787234042553191,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.9883720930232558,1.0
120000,0.15384615384615385,0.725,0.0,0.19642857142857142,0.4666666666666667,0.8,0.06557377049180328,0.8333333333333334,0.1111111111111111,1.0,0.9402985074626866,0.9285714285714286,1.0,0.8181818181818182,0.9111111111111111,1.0,1.0,1.0,0.0,0.75,0.047619047619047616,0.0,0.9523809523809523,0.6666666666666666,0.5,0.821917808219178,0.625,0.8,0.8333333333333334,0.0,0.6041666666666666,0.14285714285714285,0.972972972972973,0.7171717171717171,0.8488372093023255,0.0,0.5,1.0,0.0,0.16666666666666666,0.7659574468085106,0.2857142857142857,0.9891304347826086,0.8571428571428571,0.9651162790697675,1.0
121000,0.8205128205128205,0.9,0.5,0.7857142857142857,1.0,1.0,0.6229508196721312,1.0,0.8888888888888888,1.0,0.9402985074626866,0.9464285714285714,1.0,0.8636363636363636,0.9777777777777777,1.0,1.0,1.0,0.0,1.0,0.4523809523809524,0.0,0.9523809523809523,1.0,1.0,0.9863013698630136,0.75,1.0,0.8333333333333334,0.8857142857142857,0.9375,0.8571428571428571,0.972972972972973,0.9393939393939394,0.9418604651162791,0.2857142857142857,1.0,1.0,0.8,1.0,1.0,0.8571428571428571,0.9891304347826086,0.8571428571428571,1.0,1.0
122000,0.5384615384615384,0.925,0.0,0.5892857142857143,1.0,0.8,0.14754098360655737,1.0,0.7777777777777778,1.0,0.8955223880597015,0.9642857142857143,1.0,0.7272727272727273,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,0.023809523809523808,0.0,0.9523809523809523,0.8888888888888888,1.0,0.9315068493150684,0.625,0.8,0.8333333333333334,0.37142857142857144,0.7916666666666666,0.7142857142857143,0.972972972972973,0.5252525252525253,0.9186046511627907,0.0,1.0,1.0,0.0,1.0,0.8723404255319149,0.8571428571428571,0.9891304347826086,0.8571428571428571,1.0,1.0
123000,0.8205128205128205,0.9,0.375,0.6428571428571429,1.0,1.0,0.7049180327868853,1.0,0.8888888888888888,1.0,0.9402985074626866,0.9642857142857143,1.0,0.8636363636363636,0.9666666666666667,1.0,1.0,1.0,0.0,1.0,0.09523809523809523,0.0,0.9523809523809523,1.0,1.0,0.9041095890410958,0.5,1.0,0.8333333333333334,0.34285714285714286,0.875,0.7142857142857143,0.972972972972973,0.7474747474747475,0.9186046511627907,0.0,1.0,1.0,0.0,1.0,0.8936170212765957,0.8571428571428571,0.9891304347826086,0.8571428571428571,1.0,1.0
124000,0.7948717948717948,0.9,0.25,0.625,0.8666666666666667,0.6,0.8360655737704918,1.0,0.8888888888888888,1.0,0.8656716417910447,0.9285714285714286,1.0,0.7727272727272727,0.9444444444444444,1.0,1.0,1.0,0.0,1.0,0.19047619047619047,0.0,0.9523809523809523,1.0,0.5,0.9041095890410958,0.25,0.8,0.5,0.37142857142857144,0.4166666666666667,0.9285714285714286,0.972972972972973,0.8787878787878788,0.9302325581395349,0.0,1.0,1.0,0.8,1.0,0.8723404255319149,0.8571428571428571,0.9891304347826086,0.8571428571428571,1.0,1.0
125000,0.8205128205128205,0.875,0.0,0.5,1.0,0.6,0.5245901639344263,1.0,0.7777777777777778,1.0,0.9402985074626866,0.9464285714285714,1.0,0.8181818181818182,0.9666666666666667,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.8571428571428571,0.1111111111111111,0.0,0.9041095890410958,0.25,0.8,0.8333333333333334,0.08571428571428572,0.375,0.7857142857142857,0.972972972972973,0.7777777777777778,0.8837209302325582,0.0,0.75,1.0,0.0,1.0,0.8936170212765957,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.9418604651162791,1.0
126000,0.8717948717948718,0.9,0.125,0.3392857142857143,0.9333333333333333,0.8,0.819672131147541,1.0,0.7777777777777778,1.0,0.9850746268656716,0.9464285714285714,1.0,0.8181818181818182,0.9111111111111111,1.0,1.0,1.0,0.0,0.875,0.09523809523809523,0.0,0.9523809523809523,0.8888888888888888,0.5,0.8767123287671232,0.25,0.8,0.8333333333333334,0.05714285714285714,0.25,0.7857142857142857,0.9324324324324325,0.8787878787878788,0.9069767441860465,0.0,1.0,1.0,0.0,1.0,0.8936170212765957,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.9767441860465116,1.0
127000,0.7692307692307693,0.85,0.25,0.44642857142857145,0.9333333333333333,0.4,0.7540983606557377,1.0,0.7777777777777778,1.0,0.9253731343283582,0.9464285714285714,1.0,0.7727272727272727,0.9333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.047619047619047616,0.0,0.9523809523809523,0.1111111111111111,1.0,0.821917808219178,0.375,1.0,0.0,0.6857142857142857,0.7708333333333334,0.42857142857142855,0.9324324324324325,0.3434343434343434,0.9069767441860465,0.0,0.25,1.0,0.0,1.0,0.7021276595744681,0.8571428571428571,0.9891304347826086,0.2857142857142857,0.9186046511627907,1.0
128000,0.9230769230769231,0.95,0.125,0.9107142857142857,1.0,1.0,0.8688524590163934,1.0,0.8888888888888888,1.0,0.9402985074626866,0.9642857142857143,1.0,0.9090909090909091,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,0.7142857142857143,1.0,0.9523809523809523,1.0,1.0,0.9041095890410958,1.0,0.8,0.8333333333333334,0.8285714285714286,0.8541666666666666,0.7857142857142857,0.972972972972973,0.9292929292929293,0.9069767441860465,0.14285714285714285,1.0,1.0,1.0,1.0,0.9574468085106383,0.8571428571428571,0.9891304347826086,0.8571428571428571,1.0,1.0
129000,0.9230769230769231,0.925,0.0,0.5,0.9333333333333333,0.8,0.7377049180327869,1.0,0.8888888888888888,1.0,0.9402985074626866,0.9464285714285714,1.0,0.8636363636363636,0.9444444444444444,0.3333333333333333,0.6666666666666666,1.0,0.0,0.875,0.07142857142857142,0.0,0.9523809523809523,0.8888888888888888,1.0,0.8356164383561644,0.25,0.2,0.8333333333333334,0.0,0.20833333333333334,0.7142857142857143,0.972972972972973,0.8888888888888888,0.9069767441860465,0.0,0.75,1.0,0.0,1.0,0.8936170212765957,0.8571428571428571,0.9891304347826086,0.8571428571428571,0.9883720930232558,1.0
130000,0.7948717948717948,0.95,0.0,0.6607142857142857,1.0,1.0,0.3442622950819672,1.0,0.8888888888888888,1.0,0.9402985074626866,0.9642857142857143,1.0,0.9090909090909091,0.9666666666666667,1.0,1.0,1.0,0.0,0.75,0.047619047619047616,0.0,0.9523809523809523,0.8888888888888888,1.0,0.9041095890410958,1.0,0.8,0.8333333333333334,0.5142857142857142,0.3125,0.7142857142857143,0.972972972972973,0.8080808080808081,0.9418604651162791,0.0,1.0,1.0,1.0,1.0,0.8723404255319149,0.7142857142857143,0.9891304347826086,0.8571428571428571,1.0,1.0
131000,0.717948717948718,0.9,0.0,0.375,0.9333333333333333,0.2,0.21311475409836064,0.8333333333333334,0.7777777777777778,0.9230769230769231,0.9104477611940298,0.9285714285714286,1.0,0.4090909090909091,0.9333333333333333,0.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.8571428571428571,0.6666666666666666,0.0,0.7397260273972602,0.25,0.2,0.8333333333333334,0.0,0.0625,0.0,0.918918918918919,0.31313131313131315,0.8837209302325582,0.0,0.0,0.0,0.0,0.0,0.574468085106383,0.42857142857142855,0.9891304347826086,0.8571428571428571,0.9418604651162791,1.0
132000,0.7948717948717948,0.9,0.0,0.4642857142857143,0.9333333333333333,0.8,0.32786885245901637,1.0,0.7777777777777778,1.0,0.8955223880597015,0.9464285714285714,1.0,0.7272727272727273,0.9444444444444444,1.0,1.0,1.0,0.0,0.75,0.09523809523809523,0.0,0.9523809523809523,0.8888888888888888,1.0,0.9041095890410958,0.625,0.8,0.8333333333333334,0.22857142857142856,0.625,0.8571428571428571,0.9459459459459459,0.898989898989899,0.9186046511627907,0.0,1.0,1.0,1.0,0.6666666666666666,0.9574468085106383,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.9767441860465116,1.0
133000,0.8205128205128205,0.9,0.0,0.32142857142857145,0.9333333333333333,0.4,0.06557377049180328,1.0,0.8888888888888888,1.0,0.9104477611940298,0.9464285714285714,1.0,0.5909090909090909,0.9111111111111111,1.0,1.0,1.0,0.1111111111111111,0.625,0.09523809523809523,0.0,0.9047619047619048,0.7777777777777778,1.0,0.8493150684931506,0.25,1.0,0.8333333333333334,0.2,0.14583333333333334,0.2857142857142857,0.9459459459459459,0.8383838383838383,0.8953488372093024,0.0,1.0,1.0,0.6,1.0,0.9787234042553191,0.7142857142857143,0.9891304347826086,0.8571428571428571,0.9418604651162791,1.0
