Checkpoint,reciprocal_police,substance_police
42000,0.6745454545454546,0.4037122969837587
43000,0.7163636363636363,0.4060324825986079
44000,0.6854545454545454,0.4361948955916473
45000,0.68,0.39675174013921116
46000,0.7236363636363636,0.41067285382830626
47000,0.730909090909091,0.37122969837587005
48000,0.730909090909091,0.4802784222737819
49000,0.6854545454545454,0.4617169373549884
50000,0.6927272727272727,0.35498839907192575
51000,0.6781818181818182,0.3294663573085847
52000,0.68,0.33410672853828305
53000,0.7254545454545455,0.45011600928074247
54000,0.7327272727272728,0.41299303944315546
55000,0.6745454545454546,0.41531322505800466
56000,0.7090909090909091,0.33410672853828305
57000,0.7072727272727273,0.33410672853828305
58000,0.7036363636363636,0.4547563805104408
59000,0.7381818181818182,0.5475638051044084
60000,0.7127272727272728,0.37122969837587005
61000,0.7018181818181818,0.37819025522041766
62000,0.7,0.4245939675174014
63000,0.6963636363636364,0.3480278422273782
64000,0.6890909090909091,0.40835266821345706
65000,0.6836363636363636,0.42923433874709976
66000,0.7109090909090909,0.40835266821345706
67000,0.6727272727272727,0.37587006960556846
68000,0.7036363636363636,0.42691415313225056
69000,0.7145454545454546,0.4431554524361949
70000,0.7018181818181818,0.42923433874709976
71000,0.6836363636363636,0.3689095127610209
72000,0.6763636363636364,0.3665893271461717
73000,0.6909090909090909,0.40835266821345706
74000,0.68,0.42691415313225056
75000,0.6872727272727273,0.41299303944315546
76000,0.6909090909090909,0.4037122969837587
77000,0.6763636363636364,0.4222737819025522
78000,0.7036363636363636,0.3619489559164733
79000,0.6890909090909091,0.4176334106728538
80000,0.7072727272727273,0.38979118329466356
81000,0.6672727272727272,0.3689095127610209
82000,0.7072727272727273,0.4222737819025522
83000,0.7,0.4013921113689095
84000,0.6927272727272727,0.3851508120649652
85000,0.6563636363636364,0.3851508120649652
86000,0.6981818181818182,0.38979118329466356
87000,0.7072727272727273,0.3503480278422274
88000,0.6781818181818182,0.4060324825986079
89000,0.7145454545454546,0.4176334106728538
90000,0.6890909090909091,0.3805104408352668
91000,0.6690909090909091,0.3503480278422274
92000,0.6654545454545454,0.37354988399071926
93000,0.6727272727272727,0.39675174013921116
94000,0.649090909090909,0.3109048723897912
95000,0.6836363636363636,0.39675174013921116
96000,0.6618181818181819,0.41531322505800466
97000,0.6563636363636364,0.37122969837587005
98000,0.6836363636363636,0.39211136890951276
99000,0.6618181818181819,0.3642691415313225
100000,0.6581818181818182,0.40835266821345706
101000,0.7072727272727273,0.3805104408352668
102000,0.6836363636363636,0.44547563805104406
103000,0.649090909090909,0.3039443155452436
104000,0.6636363636363637,0.382830626450116
105000,0.6727272727272727,0.4408352668213457
106000,0.7145454545454546,0.4361948955916473
107000,0.6890909090909091,0.382830626450116
108000,0.6563636363636364,0.3642691415313225
109000,0.6527272727272727,0.33178654292343385
110000,0.6727272727272727,0.3433874709976798
111000,0.7436363636363637,0.4361948955916473
112000,0.6763636363636364,0.3689095127610209
113000,0.7127272727272728,0.39211136890951276
114000,0.6818181818181818,0.35962877030162416
115000,0.6690909090909091,0.31554524361948955
116000,0.6690909090909091,0.31554524361948955
117000,0.6963636363636364,0.35962877030162416
118000,0.6981818181818182,0.41067285382830626
119000,0.6672727272727272,0.39443155452436196
120000,0.68,0.419953596287703
121000,0.6527272727272727,0.4431554524361949
122000,0.68,0.37587006960556846
123000,0.6872727272727273,0.40835266821345706
124000,0.6745454545454546,0.3874709976798144
125000,0.6781818181818182,0.38979118329466356
126000,0.6872727272727273,0.31322505800464034
127000,0.6854545454545454,0.3642691415313225
128000,0.6763636363636364,0.3805104408352668
129000,0.6763636363636364,0.33178654292343385
130000,0.7,0.42691415313225056
131000,0.7,0.42691415313225056
132000,0.6709090909090909,0.37354988399071926
133000,0.6872727272727273,0.382830626450116
134000,0.6690909090909091,0.37354988399071926
135000,0.6745454545454546,0.3225058004640371
136000,0.6945454545454546,0.44779582366589327
137000,0.68,0.3619489559164733
138000,0.7054545454545454,0.32018561484918795
139000,0.6472727272727272,0.35498839907192575
140000,0.6672727272727272,0.35266821345707655
141000,0.6527272727272727,0.3503480278422274
142000,0.6672727272727272,0.35962877030162416
143000,0.6836363636363636,0.39675174013921116
144000,0.6618181818181819,0.3665893271461717
145000,0.6654545454545454,0.4060324825986079
146000,0.6581818181818182,0.3294663573085847
147000,0.7163636363636363,0.4037122969837587
148000,0.6672727272727272,0.37587006960556846
149000,0.6709090909090909,0.39443155452436196
150000,0.6927272727272727,0.38979118329466356
151000,0.68,0.35730858468677495
152000,0.6709090909090909,0.35962877030162416
153000,0.6709090909090909,0.3665893271461717
154000,0.6690909090909091,0.33410672853828305
155000,0.6654545454545454,0.3689095127610209
156000,0.68,0.31322505800464034
157000,0.6890909090909091,0.3874709976798144
158000,0.7036363636363636,0.4037122969837587
159000,0.6472727272727272,0.308584686774942
160000,0.6854545454545454,0.35498839907192575
161000,0.68,0.37587006960556846
162000,0.6618181818181819,0.3433874709976798
163000,0.7090909090909091,0.3248259860788863
164000,0.6727272727272727,0.34106728538283065
165000,0.6836363636363636,0.35266821345707655
166000,0.6818181818181818,0.30162412993039445
167000,0.6836363636363636,0.3480278422273782
168000,0.6509090909090909,0.35266821345707655
169000,0.6709090909090909,0.3805104408352668
170000,0.7090909090909091,0.4408352668213457
171000,0.6672727272727272,0.38979118329466356
172000,0.6727272727272727,0.34106728538283065
173000,0.6563636363636364,0.38979118329466356
174000,0.68,0.4245939675174014
175000,0.6709090909090909,0.3642691415313225
176000,0.68,0.3642691415313225
177000,0.6618181818181819,0.3109048723897912
178000,0.6981818181818182,0.3851508120649652
179000,0.6945454545454546,0.3851508120649652
180000,0.6636363636363637,0.3990719257540603
181000,0.68,0.38979118329466356
182000,0.6727272727272727,0.3503480278422274
183000,0.6690909090909091,0.4013921113689095
184000,0.6945454545454546,0.4013921113689095
185000,0.6872727272727273,0.3665893271461717
186000,0.6218181818181818,0.25986078886310904
187000,0.6636363636363637,0.32018561484918795
