	0	10	20	30	40	50	60	70	80	90	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	1050	1100	1150	1200	1250	1300	1350	1400	1450	1500	1550	1600	1650	1700	1750	1800	1850	1900	1950	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	4100	4200	4300	4400	4500	4600	4700	4800	4900	5000	5100	5200	5300	5400	5500	5600	5700	5800	5900	6000	6100	6200	6300	6400	6500	6600	6700	6800	6900	7000	7100	7200	7300	7400	7500	7600	7700	7800	7900	8000	8100	8200	8300	8400	8500	8600	8700	8800	8900	9000	9100	9200	9300	9400	9500	9600	9700	9800	9900	10000	10100	10200	10300	10400	10500	10600	10700	10800	10900	11000	11100	11200	11300	11400	11500	11600	11700	11800	11900	12000	12100	12200	12300	12400	12500	12600	12700	12800	12900	13000	13100	13200	13300	13400	13500	13600	13700	13800	13900	14000	14100	14200	14300	14400	14500	14600	14700	14800	14900	15000	15100	15200	15300	15400	15500	15600	15700	15800	15900	16000	16100	16200	16300	16400	16500	16600	16700	16800	16900	17000	17100	17200	17300	17400	17500	17600	17700	17800	17900	18000	18100	18200	18300	18400	18500	18600	18700	18800	18900	19000	19100	19200	19300	19400	19500	19600	19700	19800	19900	20000	21000	22000	23000	24000	25000	26000	27000	28000	29000	30000	31000	32000	33000	34000	35000	36000	37000	38000	39000	40000	41000	42000	43000	44000	45000	46000	47000	48000	49000	50000	51000	52000	53000	54000	55000	56000	57000	58000	59000	60000	61000	62000	63000	64000	65000	66000	67000	68000	69000	70000	71000	72000	73000	74000	75000	76000	77000	78000	79000	80000	81000	82000	83000	84000	85000	86000	87000	88000	89000	90000	91000	92000	93000	94000	95000	96000	97000	98000	99000	100000	101000	102000	103000	104000	105000	106000	107000	108000	109000	110000	111000	112000	113000	114000	115000	116000	117000	118000	119000	120000	121000	122000	123000	124000	125000	126000	127000	128000	129000	130000	131000	132000	133000	134000	135000	136000	137000	138000	139000	140000	141000	142000	143000	144000	145000	146000	147000	148000	149000	150000	151000	152000	153000	154000	155000	156000	157000	158000	159000	160000	161000	162000	163000	164000	165000	166000	167000	168000	169000	170000	171000	172000	173000	174000	175000	176000	177000	178000	179000	180000	181000	182000	183000	184000	185000	186000	187000	188000	189000	190000	191000	192000	193000	194000	195000	196000	197000	198000	199000	200000	201000	202000	203000	204000	205000	206000	207000	208000	209000	210000	211000	212000	213000	214000	215000	216000	217000	218000	219000	220000	221000	222000	223000	224000	225000	226000	227000	228000	229000	230000	231000	232000	233000	234000	235000	236000	237000	238000	239000	240000	241000	242000	243000	244000	245000	246000	247000	248000	249000	250000	251000	252000	253000	254000	255000	256000	257000	258000	259000	260000	261000	262000	263000	264000	265000	266000	267000	268000	269000	270000	271000	272000	273000	274000	275000	276000	277000	278000	279000	280000	281000	282000	283000	284000	285000	286000	287000	288000	289000	290000	291000	292000	293000	294000	295000	296000	297000	298000	299000	300000	301000	302000	303000	304000	305000	306000	307000	308000	309000	310000	311000	312000	313000	314000	315000	316000	317000	318000	319000	320000	321000	322000	323000	324000	325000	326000	327000	328000	329000	330000	331000	332000	333000	334000	335000	336000	337000	338000	339000	340000	341000	342000	343000	344000	345000	346000	347000	348000	349000	350000	351000	352000	353000	354000	355000	356000	357000	358000	359000	360000	361000	362000	363000	364000	365000	366000	367000	368000	369000	370000	371000	372000	373000	374000	375000	376000	377000	378000	379000	380000	381000	382000	383000	384000	385000	386000	387000	388000	389000	390000	391000	392000	393000	394000	395000	396000	397000	398000	399000	400000
0	49818	49818	28951	24092	6305	10849	17375	21003	12030	10640	7572	8636	11137	11305	11986	11471	13281	12097	12898	14079	15426	14573	15315	13810	13071	14187	12858	13075	13569	12294	12672	13619	11543	13349	13477	13012	13464	13307	13438	10973	13156	13517	9912	11789	12216	12845	13133	12165	13169	12142	12594	12649	12235	13068	14503	13593	12259	12621	12649	13509	13119	14584	13805	11951	13339	13719	12226	12704	12940	13584	12569	12582	13203	13055	13238	13308	14465	13888	12656	13342	13062	13337	13827	14039	12894	13916	12907	13148	13692	13355	13204	13387	7789	14992	12379	12789	13214	12636	13161	13386	13286	13955	12621	13463	14166	13818	13637	13014	13388	14235	13006	13100	13917	13456	13910	12436	13525	12217	13378	12619	13782	13336	14054	12947	12565	12955	12826	13345	13969	13646	13986	13446	13654	14061	12956	13868	13637	12639	13865	13609	13592	13499	13272	13127	13269	13471	15583	13327	12954	13482	13045	13746	13584	13312	13531	12594	13034	14472	13668	13355	13979	13039	13453	14286	14092	13554	13094	14124	13996	13897	12981	13134	13051	13395	13610	14005	13526	13593	12485	13354	13166	13262	13557	13955	13751	14164	13094	12839	12973	13365	12954	13315	13829	12980	13311	14025	13318	13876	13035	14371	13177	13257	14148	14204	13738	13946	14051	13476	12735	13440	12992	13485	12607	12405	14269	13813	13792	13243	14528	14365	13726	13799	14326	13323	14410	13746	13650	13106	14220	13742	14028	13812	13962	13902	13950	13940	13101	13316	13290	13753	14099	13299	13143	13461	13705	13173	12661	13774	13863	13463	13270	13987	13089	13332	13440	13489	14117	12633	13799	14031	13524	13480	13213	14007	12955	13625	13492	13341	13105	13028	13547	13414	13345	12947	14002	12936	14189	13398	13058	13029	13500	13081	13129	12970	13784	13415	14166	13321	13071	13341	12896	13521	12994	13195	12963	13756	13450	12704	13475	13371	12984	13268	13744	13054	12503	12569	13156	12441	12884	12346	13640	13180	13900	12899	13588	13875	12787	13193	12987	13618	13404	13348	13333	13213	13115	13158	13899	12835	12700	13050	12982	13056	13407	13190	13706	13137	13056	13307	12510	12583	13481	13636	13143	13001	13591	13605	12423	13549	12710	13531	13451	13198	12919	12647	14021	13367	12795	12935	13075	12993	13567	13152	13792	13196	13621	13006	13285	13083	13614	12674	13259	13514	14055	12315	12833	13537	14070	13351	13419	13166	13246	12629	13590	12766	12750	12667	12690	13066	13351	12810	13061	13585	13455	12807	13326	13497	12422	13156	13649	13123	12967	12688	13242	13279	13084	13150	13631	13164	13637	13351	13742	12844	13476	12924	13973	13106	13678	13152	13108	13763	13159	13458	13368	13360	13576	11976	13002	13460	13223	13543	13568	13856	13076	13175	12909	13398	13650	13601	13119	13617	13185	13181	13947	13620	13365	13377	12997	13212	13314	13734	14133	13346	13602	13235	13568	13274	13585	13173	13473	13610	13105	13371	13538	13564	13237	12757	13018	12622	13399	13224	12792	13203	13298	13399	13581	13277	13593	13250	13539	13660	14212	13147	13609	13248	13155	13302	13781	13537	12988	13910	13107	13340	13507	13627	14225	13626	13243	13120	13830	13142	13021	13067	13211	13184	13437	13480	13651	13708	13531	13466	13526	13736	13291	13620	13738	13505	13318	13824	13039	13967	13455	13670	13931	13373	13240	13949	13289	13456	13692	13472	12939	13687	13687	13918	13249	13517	13591	13530	13167	13490	13700	13788	13688	13175	13269	13330	13143	13503	13242	13398	13545	13485	13330	13519	13817	13422	13148	13425	13512	13480	12942	13176	13312	13229	13520	13207	12990	13602	13566	13838	13226	13587	13628	13479	13651	13718	13707	13758	13944	13321	13683	13454	13536	13637	13181	13387	13478	13469	13963	13390	13492	13249	13508	13721	13492	13391	13640	13684	13436	13463	13682	13609	13527	13722	13547	13564	13576	13635	13568
