	0	10	20	30	40	50	60	70	80	90	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	1050	1100	1150	1200	1250	1300	1350	1400	1450	1500	1550	1600	1650	1700	1750	1800	1850	1900	1950	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	4100	4200	4300	4400	4500	4600	4700	4800	4900	5000	5100	5200	5300	5400	5500	5600	5700	5800	5900	6000	6100	6200	6300	6400	6500	6600	6700	6800	6900	7000	7100	7200	7300	7400	7500	7600	7700	7800	7900	8000	8100	8200	8300	8400	8500	8600	8700	8800	8900	9000	9100	9200	9300	9400	9500	9600	9700	9800	9900	10000	10100	10200	10300	10400	10500	10600	10700	10800	10900	11000	11100	11200	11300	11400	11500	11600	11700	11800	11900	12000	12100
arrive	10.67126396724156	10.672577926090785	10.544215297698974	9.980627482278006	8.249967915671212	7.2960052490234375	7.62754841532026	7.184659739903041	8.496861485072545	7.53504879134042	7.731130191258022	7.439210094724383	8.016002430234636	8.03065186228071	7.571889339174543	6.616862780707223	6.455959122521537	7.300512974602835	6.770530210222517	5.378212067059108	6.902671548298427	7.100800091879709	4.8864984035491945	5.899358190808978	6.70228384903499	5.789553230149405	6.488796527045114	6.871282161985125	6.563581255504063	6.975724594933646	6.280937208448138	5.718510954720633	5.839285387311663	6.591464185714722	7.560898344857352	6.692750263214111	7.008970539910453	6.455492952891759	6.932968480246408	6.607544871738979	6.977950498035976	6.322403144836426	5.429621062959943	4.7038303579602925	7.544426706859044	7.764484289714268	7.207530263492039	7.157431333405631	7.518849853106907	7.0794486318315775	8.084687553133284	7.939266920089722	7.365596171787807	7.344024263109479	6.723826881817409	7.113933576856341	5.582940319606236	6.052521794182914	7.885753004891532	6.305970208985465	6.569403263500758	6.548999159676688	6.816194377626691	7.207593716893878	5.6187921932765414	6.540433059419905	6.215314831052508	6.397802451678685	6.544028523990086	7.092222138813564	6.066254663467407	7.264041771207537	6.595552764620099	6.206934942517962	6.883794362204416	5.678932980128697	6.8904978411538265	5.9377241202763145	6.656177609307425	5.3899335214069914	5.83597571849823	5.866560956409999	5.672238039970398	6.735660696029663	5.295281910896302	6.4895012651171005	7.191418327604022	5.487966939381191	6.515891422544207	5.436464401653835	7.301005397524152	6.439158664430891	7.86587198802403	6.411734070096697	7.320528554916382	6.420345916066851	6.714082554408482	6.5459170886448454	7.542514399119786	7.4159935814993725	6.816498054776873	5.712686858858381	6.67297386441912	7.185335898399353	6.5490325246538434	6.868919948169164	6.837578078678676	6.874911982672555	7.078884039606367	7.184581184387207	5.630636187962123	4.100622957093375	6.411418492453439	7.041645520074027	6.785859748295375	7.150030776432582	6.353079584666661	6.193610562597002	5.98780779497964	7.684120552880423	6.17227999823434	6.810949577604021	6.614031921114241	6.402940620694841	6.6178363391331265	6.3451491015298025	6.135657255990164	7.075094512530735	6.616764351299831	6.447796760286604	6.386312689099993	7.305881282261439	6.19310142993927	5.954826378822327	6.5457124982561385	7.16287875856672	6.769869681767055	6.6448101043701175	7.203032779693603	7.286526686804635	7.030425562177386	6.945413964135306	6.245337043489728	7.384452172688076	7.236870663506644	6.86092585836138	6.410445478984288	6.815147086552211	6.389669231006077	6.059757958139692
ascend	10.67101078648721	10.672489238041704	10.544390883497012	9.977368365051927	8.260989004565824	7.309885327534009	7.753985830532607	7.113052496346095	8.521930212615638	7.45525126303396	7.571032575381699	7.459067149828839	7.991149927980157	8.104429829505182	7.57968981035294	6.672978185838269	6.612897524269679	7.326570187845538	6.543782203428207	5.688369115193685	6.428068827557308	7.185545762379964	5.060453332880492	6.001454214895925	6.714719013501239	6.270376748936151	6.400153195986184	7.032069924057171	6.775423037108554	7.000182746559061	6.476451325160201	6.050558787520214	6.112389487604941	6.53717388132567	7.381738165373443	6.675794975731963	7.193298011697749	6.500546019564393	6.871901114781697	6.914703907505158	6.915634673128846	6.418997851751184	5.053702054485198	4.835882938036355	7.703408518145161	7.768207303939327	7.231933816786735	7.31793019079393	7.734989953297441	7.146654744302073	8.055555655110266	8.006646280647606	6.991971559421991	7.589929854998025	6.726085139859107	7.101406117921234	5.408018594147057	6.049823091876123	7.609258151823474	6.321130003980411	6.443202913448375	6.703237311814421	6.7681220161017555	7.2899534048572665	5.601355462945918	6.601208463791878	6.4477113023880985	6.338606846588914	6.4908216563604215	7.033031508486758	5.789902384563159	7.113352151327236	6.783007526910433	6.021059486173814	6.775944284854397	5.709205553095828	6.780549192941317	5.976877432997509	6.692044193385749	5.764301835849721	6.400447678822343	5.899990761151877	5.832846510794855	6.8161386469359035	5.298990796971065	6.725815198113842	7.053363635975828	6.00583299257422	6.68857112046211	5.633262012594489	7.203403894619275	6.527721233265375	7.939504700322305	6.494374147025487	6.990604273734554	5.9937781877415155	6.448792597298981	6.348682170273156	7.435498843910874	7.15485389642818	6.628027707017878	5.552008080226119	6.44156483040061	7.223158671009925	6.68150737849615	6.939754196392593	6.633036582700668	6.891561956815822	7.056501507759094	7.271515000251032	5.659166302732242	4.4244072283467935	6.3644715791107505	6.990465061638945	6.580827256684662	7.085248945861735	6.258723725554764	5.996579838055436	5.835579531808054	7.544139259604997	6.225389530581813	6.657451063074092	6.603903065445603	6.348856041508336	6.636353114599823	6.382590030470202	6.085551385597516	6.973633067582243	6.668872989634032	6.505686104938548	6.36863152698804	7.180065903612363	5.997019224269415	6.123703627176182	6.446858408630535	7.108720282072662	6.702184647642156	6.968990768155744	7.006744007910451	7.1478829024940405	7.17309428799537	6.801046984170073	5.925626615042328	7.189075090551889	7.018974861791057	6.875999612192953	5.948999950962682	6.702425659343761	6.253844419474243	6.165056954147995
bike	10.671323458353678	10.671465873718262	10.543482462565104	9.973185857137045	8.235721270243326	7.513914108276367	7.682814915974935	6.885336716969808	8.760382970174154	7.784609953562419	7.765906969706218	7.626627763112386	7.826712926228841	8.449078241984049	7.793485800425212	6.907193024953206	6.587085405985515	7.744420210520427	7.653938929239909	6.345862706502278	7.69304084777832	7.6914933522542315	5.4075296719868975	6.691922664642334	7.991957346598308	7.556564013163249	7.730454762776692	8.217240333557129	7.962576389312744	7.756947040557861	7.4284892082214355	7.2718132336934405	6.798041979471843	7.194195588429769	8.007887840270996	7.11529541015625	7.550440788269043	7.228999137878418	7.6653361320495605	7.1908793449401855	7.475863138834636	7.142608165740967	5.449331442515056	4.95118776957194	8.339439074198404	8.200961430867514	7.537219683329265	8.360781192779541	8.561070124308268	7.951798439025879	8.767414728800455	8.631804784138998	7.0088450113932295	7.095747311909993	7.482553799947103	8.175559838612875	6.514755725860596	7.047926902770996	8.324811935424805	6.807643890380859	6.744491895039876	7.362204233805339	7.570945103963216	7.724926948547363	5.844093958536784	6.147468249003093	6.689063549041748	5.6970211664835615	6.105804602305095	7.038016160329183	4.9432298342386884	7.578803539276123	6.813730557759603	6.3200459480285645	6.981701215108235	6.040604750315349	6.847004254659017	5.879253546396892	6.935647487640381	4.7722883224487305	6.028155485788981	6.519718647003174	4.7198405265808105	7.363491694132487	5.334555308024089	7.7496945063273115	7.838767369588216	4.56979505221049	7.0357387860616045	5.50099515914917	7.654525279998779	6.434541543324788	8.446802457173666	7.229828993479411	6.824814637502034	5.349685192108154	7.530448277791341	6.863607247670491	8.04068374633789	8.067994276682535	6.908162911732991	6.263986905415853	7.25956932703654	7.716110865275065	6.731189727783203	7.428070545196533	7.0227287610371905	7.146839459737142	6.045115311940511	7.779224872589111	6.319876829783122	3.7656803131103516	6.677186171213786	7.048098246256511	7.086965084075928	7.502742449442546	7.276892185211182	6.653812408447266	4.371069669723511	8.519312858581543	7.811628182729085	6.524752616882324	6.9609324137369795	6.6630228360493975	7.681529680887858	6.801616191864014	5.600565751393636	7.536683718363444	6.777185916900635	6.700930277506511	6.138097763061523	8.052043914794922	6.71087106068929	6.6171644528706866	7.2230173746744795	7.228679339090983	7.614780902862549	7.388815561930339	7.209368069966634	6.98168929417928	7.864185015360515	6.996926466623942	6.819922924041748	7.447213331858317	7.660025278727214	7.1480733553568525	6.875391006469727	7.023497104644775	7.379072666168213	6.695450305938721
canoe	10.671579360961914	10.673121452331543	10.547016143798828	9.979195594787598	8.112833023071289	7.058347702026367	7.888341903686523	6.4471354484558105	8.387359619140625	7.258950233459473	6.492449760437012	7.292255401611328	8.400546073913574	7.141294479370117	7.950841903686523	6.800911903381348	6.390531539916992	7.938366889953613	5.739357948303223	5.676820755004883	6.748969554901123	7.370467185974121	5.1323442459106445	5.499279022216797	5.9204912185668945	6.455557823181152	6.558073043823242	7.277932643890381	7.211482524871826	7.484049320220947	6.3754730224609375	7.526192665100098	5.981084823608398	6.693792819976807	6.748234748840332	5.971741676330566	7.528118133544922	6.923647880554199	6.921053886413574	7.3519511222839355	7.521240711212158	6.264273643493652	4.679997444152832	5.73337459564209	7.629961967468262	8.15686321258545	7.383349418640137	7.272006034851074	6.309967041015625	7.109199047088623	7.958771228790283	8.417285919189453	6.46928596496582	7.799663543701172	6.835858345031738	6.510544776916504	4.792527198791504	6.506092071533203	7.435324192047119	6.483284950256348	6.013618469238281	7.553406715393066	6.626838684082031	7.7131547927856445	6.033847808837891	7.081465244293213	6.679576873779297	7.032195091247559	7.225874900817871	7.768160343170166	6.23307466506958	7.102836608886719	6.657222747802734	7.41745662689209	7.621546745300293	6.069535732269287	6.811713218688965	5.845967769622803	7.357588291168213	5.215088367462158	6.671128273010254	3.803968906402588	6.597912788391113	6.4378461837768555	5.210169792175293	6.524809837341309	7.813312530517578	7.811724662780762	7.065445899963379	5.8436174392700195	7.3993635177612305	7.0992655754089355	7.625557899475098	7.6567606925964355	7.7402024269104	6.941746711730957	7.066068649291992	7.001893997192383	7.557380676269531	7.712805271148682	7.3583807945251465	6.277632713317871	6.444491386413574	7.698559761047363	6.858002662658691	7.440215110778809	7.408635139465332	6.676065444946289	7.675134181976318	7.847424507141113	5.768255233764648	5.668642044067383	7.222136974334717	7.161130428314209	6.625041961669922	7.348967552185059	5.696435928344727	5.851408004760742	5.821577548980713	8.250662803649902	2.601125717163086	7.25253438949585	6.646083354949951	6.073692798614502	6.827880859375	6.205430507659912	5.483441352844238	6.826469898223877	5.913034439086914	6.486598014831543	6.400510787963867	7.857008934020996	7.234796524047852	6.413608551025391	6.310251235961914	7.355929374694824	6.28098726272583	6.185527801513672	8.001165390014648	7.369619369506836	6.635059833526611	6.726609230041504	6.533240795135498	7.8617634773254395	7.081930160522461	7.207050323486328	5.500723361968994	6.97232723236084	6.655679702758789	7.20382022857666
chase	10.67179080418178	10.672757284981865	10.546408244541713	9.962188720703125	8.140169552394322	6.958250318254743	7.541565963200161	6.594461713518415	8.226318291255406	7.261809212820871	7.3184709548950195	7.11764281136649	7.735483033316476	7.724492073059082	7.320203849247524	6.487122467585972	6.231415952954974	6.969495023999896	6.123992306845529	5.169476236615862	6.353098801204136	7.147736345018659	4.37010247366769	5.25451169695173	6.665088381086077	5.561770984104702	6.435961110251291	6.34059933253697	6.0489188602992465	7.029207229614258	5.777551719120571	5.216619287218366	5.546771662575858	6.700354099273682	7.284775802067348	6.599785123552595	7.008318219866071	6.200485706329346	6.614122526986258	6.579481329236712	6.936310223170689	6.45123815536499	5.159079892294748	4.502614225660052	7.5904973575047086	7.670578071049282	7.292013032095773	6.815448147909982	7.54799611227853	7.189383438655308	8.124231474740165	8.029908043997628	7.156964574541364	7.963298184531076	6.8782502583095	7.034877777099609	5.177572318485805	5.801566941397531	7.866297381264823	6.343139852796282	6.68497930254255	6.790270124162946	6.77378477369036	7.3090500831604	5.435968944004604	6.4379063333783835	5.996025698525565	6.408449922289167	6.747377668108259	7.187830924987793	5.537599427359445	7.142466136387417	6.841517789023263	5.925717353820801	6.866371835981097	5.407122680119106	6.830870151519775	5.315789086478097	6.765320777893066	5.430163860321045	6.337652683258057	5.587862832205636	5.698425463267735	6.403454712459019	5.024634429386684	6.347794055938721	7.234077453613281	5.252116509846279	6.526387282780239	5.271480969020298	6.988200153623309	6.362397330147879	7.447386945996966	6.849166052682059	7.305553844996861	5.467439344951084	6.472288540431431	6.219349248068673	7.660602228982108	7.781346048627581	6.468739713941302	5.637296267918178	6.623972960880825	7.5176984923226495	6.33551972252982	6.240095240729196	6.532314709254673	6.798056738717215	6.933456012180874	7.51714072908674	5.736639090946743	3.5922690289361134	6.296078409467425	6.425921508244106	6.645845890045166	6.848405020577567	5.930952821459089	5.324881383350918	5.607790402003697	7.847428798675537	6.139156818389893	6.660758904048374	6.364324774060931	6.312180927821568	6.7598557472229	6.25282975605556	5.8675258840833395	7.258768081665039	6.705122334616525	6.260728972298758	6.2485305922372	7.118275914873395	6.1183255059378485	5.7352279254368375	5.816233669008527	6.96349607195173	6.7057157925197055	6.295463562011719	7.291785172053745	7.3793801580156595	6.835476125989642	6.524996621268136	6.240596635001046	7.307972090584891	7.020101955958775	6.870730400085449	5.357592582702637	6.650128909519741	6.034070832388742	6.067482539585659
climb	10.671716997700353	10.672590091664304	10.543522445104456	9.973767988143429	8.215409104542065	7.263521291876352	7.698178552812146	7.067241704592141	8.523046180766116	7.492101992330244	7.641863335845291	7.465049502670124	7.792546461987239	8.058714143691525	7.603220001343758	6.6386266216155025	6.38190047971664	7.338923269702542	6.704221140953802	5.3904079750020015	6.8744124750937186	7.359591883997763	4.875000299945954	6.079706074089132	6.687788214734805	6.208240729506298	6.392424680853403	7.096905318639612	6.766348526041995	6.899728539169476	6.22074519947011	5.44128817640325	5.864538551658712	6.385613226121472	7.363579093769032	6.361653258723598	7.01879047578381	6.2360640213053715	6.863014426282657	6.3724085541181665	6.734690373943698	6.061774520463841	5.30243040925713	4.588005301772907	7.448708426567816	7.569534845249628	6.9536755982265674	7.0813125794933685	7.623011886432606	7.058412326279507	8.057038440499255	7.908798433119251	6.62325563738423	7.393435042391541	6.531000788493823	6.947905832721341	5.4586861877031225	5.892604379243748	7.57999639613654	5.854713604014407	6.31731967772207	6.267154865367438	6.6797554595496065	6.961824109477382	5.402307477048648	6.537867397390386	6.078077834139588	6.280423707859491	6.3047095857640745	7.001977697495492	5.701401997638005	7.134739696338612	6.608631105833156	5.902517339234711	6.662330148040607	5.524642016298028	6.726443147146574	5.804621545217371	6.42105342495826	5.571955152737197	6.056169684215258	5.7243718742042455	5.622955094101608	6.746639246581703	5.3073201384595645	6.485787668535786	7.0825822173908195	5.6503330584495295	6.432092723026071	5.787961106146535	7.270799221531037	6.268256541221373	7.828803816149311	6.272254831047468	7.019966407488751	5.895926596016012	6.552002470980408	6.432612434510262	7.46099348991148	7.296927844324419	6.517927267218149	5.618903924060124	6.401343971170405	7.0778535463476695	6.50034870511742	6.992377517043903	6.66175228293224	6.8096332434685	7.034685055414836	7.247735251662552	5.776334859991587	5.334172428295177	6.345215020641204	6.630433705545241	6.660235062722237	6.923884308466348	6.415464188462945	6.066306519251998	5.820837072146836	7.509141945069836	6.330405640345748	6.705042533977057	6.53826771243926	6.438236823645971	6.661449006808701	6.361860284241297	5.97869336733254	6.882262104301042	6.61087389146128	6.346918738016519	6.321061254829488	7.0186831566595265	6.0478844540093535	6.112726955003636	6.412213851046818	7.1227076040801185	6.849989360378634	6.845787191903719	6.956232937433386	7.140320372837846	7.0224488294252785	6.861460698548184	6.0108824263336835	7.193987613083214	7.102157792737407	6.903618663869878	6.263627690653647	6.525881807009379	6.215499916384297	6.412126884665541
crawl	10.671712709509809	10.672892653423807	10.543932500092879	9.976559887761654	8.290921874668287	7.30318662394648	7.632198313008184	7.223575737165368	8.730033294014309	7.827833030534827	7.742301215296206	7.590862730275029	7.843882187553074	8.013673968937086	7.481979743294094	6.425489404927129	6.901046545609184	7.206887950067935	7.223445270372474	5.970893465954324	7.153586885203486	7.6968906236731485	5.0248830007470175	6.362566947937012	7.27166109499724	6.651617651400358	6.800305076267408	7.7489746757175615	7.511306638303011	7.721327284108037	6.936256595279859	7.105298145957615	6.514208171678626	6.911777081696884	7.76578430507494	7.230954419011655	7.488254899563997	7.1358345902484395	7.437259860660719	7.275301580843718	7.202490661455237	6.864188525987708	5.120403911756433	4.6700211400571074	8.2763787974482	8.074431585228961	7.631106231523597	8.015248485233473	7.9815452617147695	7.810946920643682	8.540630921073582	8.534972916478695	7.123300241387409	7.867091427678647	7.418220312699027	7.870380173558774	5.9073938079502275	6.477889164634373	8.123620510101318	6.87629397019096	7.238182150799295	6.701706243597942	7.346028390138046	7.6839748258176055	5.199320710223654	6.301560692165209	6.761248941006868	6.489816333936608	6.435107438460641	7.514469830886178	5.4408945622651474	7.471139824908713	6.717982976332955	6.531859936921493	7.212414845176365	6.052024053490681	7.13696753460428	6.0938883242399795	7.018210037894871	4.460534189058387	5.4299125049425205	6.169196253237517	5.38324907551641	7.141196644824484	4.973138840302177	7.423021979953932	7.762245841648268	4.487014438795007	7.073076621345852	5.921603347944177	7.690278426460598	6.522183832914933	8.450648867565652	6.740144335705301	7.056634322456691	6.067249526148257	7.001036001288372	6.8561032129370645	7.909240847048552	7.951234174811321	7.179975530375605	6.007982461348824	7.035340060358462	7.601618186287258	6.718922428462816	6.98022400814554	7.202991070954696	6.822823980580205	6.708574460900349	7.495610299317733	5.945940411609152	4.160835338675457	6.593049857927405	7.090312460194463	6.775102242179539	7.4175078557885215	6.4925329788871435	6.694189278975777	5.394585837488589	8.362477592799975	6.770039973051651	6.624921819438105	6.735703136609948	6.50573210094286	7.475308003632919	6.899793583413829	5.890466213226318	7.5451343577841055	6.745632316755212	6.740320475205131	6.316572873488717	7.652435427126677	6.496798453123673	6.463487355605416	6.678035590959632	7.2445660259412685	7.24855895664381	6.892577129861583	7.4428893379543135	7.382059325342593	7.51955505039381	7.049647455630095	6.592449457749076	7.41411420573359	7.443575444428817	7.01570286958114	6.497776663821677	6.965365098870319	7.0343338095623515	6.717783057171365
creep	10.671366146632604	10.673007420131139	10.544265747070312	9.974916866847447	8.191979544503349	7.220827034541538	7.5360894203186035	7.0733369418552945	8.682204110281807	7.425472736358643	7.624506541660854	7.421537944248745	7.972467694963727	7.693526404244559	7.603454657963344	6.531936168670654	6.54592159816197	7.009167058127267	6.115217208862305	5.788912160055978	6.665925025939941	7.345436913626535	4.74013226372855	5.741596358163016	6.318664482661656	6.087323938097272	6.1342282976422995	7.435352802276611	7.019170829227993	6.938505717686245	6.2267230578831265	5.345382281712124	5.669341427939279	6.736409596034458	7.303723130907331	6.23016493661063	7.15032570702689	6.04166487285069	7.032059533255441	6.818665981292725	6.946368081229074	6.24209417615618	4.963568755558559	4.199710505349295	7.917261123657227	7.93379088810512	7.17429917199271	6.597651072910854	7.798871108463833	7.291202545166016	8.26952941077096	8.365925652640206	7.39152683530535	7.162802151271275	6.689219270433698	6.955046245029995	5.377339976174491	6.095053127833775	7.725505352020264	6.856400898524693	6.43627541405814	6.749066148485456	6.993902342660086	7.667318071637835	5.507488591330392	7.219604628426688	6.562829290117536	6.784253733498709	6.78219747543335	7.315040384020124	6.134819984436035	7.397377286638532	6.822746140616281	5.758600439344134	6.630729811532157	5.743833950587681	7.323532785688128	5.909899439130511	7.108967304229736	5.751583984919956	6.549013342176165	5.998799392155239	5.457210881369455	7.115407466888428	5.277972289494106	6.267951624734061	7.513525894709995	6.590240750994001	6.683863299233573	5.698975154331753	7.717290537697928	6.777410439082554	7.285179274422782	6.261650834764753	7.422723565782819	6.6090361050197055	6.56564017704555	6.358884198325021	7.582345076969692	7.326095921652658	6.51571866444179	5.373221465519497	6.8321428298950195	7.5231243542262485	7.073976108006069	7.27123144694737	6.693927560533796	6.663563932691302	7.544853755405971	7.409316403525216	5.669453416551862	5.711706297738211	6.578209468296596	7.19803135735648	7.264235292162214	7.436817918504987	6.256483895438058	6.369410651070731	6.157585620880127	8.152928829193115	6.435045446668353	7.068903309958322	6.917248725891113	6.279724529811314	6.806695869990757	6.2695072037833075	6.522568225860596	7.146487304142544	6.907086644853864	6.527998924255371	6.838569777352469	7.341801370893206	6.113877705165318	6.544259207589286	6.724329335348947	7.46629456111363	6.619536195482526	7.311994143894741	7.404482092176165	7.66355003629412	7.401661327907017	7.326362609863281	6.448782171521868	7.788651262010847	7.30316822869437	7.3382648059300015	6.834253311157227	6.920362063816616	6.19703653880528	6.62845379965646
cross	10.671805868978085	10.67251231359399	10.54373376265816	9.968738224195397	8.23161801047947	7.360146195992179	7.652383539987647	7.206497353056203	8.493836076363273	7.546529111654862	7.564650302347929	7.476375621298085	7.943795815758083	8.08775492336439	7.65868476162786	6.514991874280184	6.749171241470005	7.511013274607451	6.497858197792716	5.866945235625558	6.8415278351825215	6.825328028720358	5.10502455804659	6.095042482666347	6.822692547155463	6.56458812692891	6.695728032485299	7.134834450224171	6.936565222947494	7.228058548077293	6.534160059431325	6.252849376719931	6.201880162176878	6.549620244814002	7.380135411801546	6.517902713754903	7.096535462400188	6.528293993162072	6.812046755915103	6.7585528985313745	6.970773800559666	6.53722213662189	5.3717365731363715	4.6945248686749	7.667718306831691	7.700732132662898	7.180810824684475	7.460855779440506	7.695212112820667	6.891759113125179	8.11709151060685	7.911987548289091	6.905215781667958	7.341095157291578	6.698978548464567	7.252170648263848	5.533309511516405	6.105432453362838	7.689873223719389	6.385963079722031	6.477216995280722	6.768954453261002	6.7491295130356495	7.357305070628291	5.453551712243454	6.6722193489903985	6.347419184187184	6.31870510785476	6.565140133318693	7.0325720413871435	5.406608410503553	7.307881604070249	6.733964075212893	6.258275913155598	6.743622380754222	5.869652411212092	6.956928232441777	5.955741773480955	6.763981285302536	5.320428197798521	6.426989062972691	6.147108083185942	5.723359538161236	6.9919019419214	5.1784181776254075	6.757891686066337	7.067650686139646	5.645234828409941	6.846744594366654	5.7232943436373835	7.23443951814071	6.502041422802469	7.881776519443678	6.69992166498433	7.119625158931898	6.223278374775596	6.938084763029347	6.505063018073207	7.420674562454224	7.373410955719326	6.78017709047898	5.582982845928358	6.6864500512247504	7.204640634681867	6.702786471532739	6.809566712897757	6.860058341337287	6.942320652630018	6.976514012917228	7.08221832047338	5.761339965073959	4.362619239351024	6.305294451506241	6.9263409790785415	6.591789779455765	7.203531006108159	6.261219568874525	6.245488130527994	5.689411108908446	7.7539127339487495	6.343991873056992	6.72958677229674	6.682788548262223	6.444144756897636	6.994773921759232	6.392181743746218	6.125013076740762	7.083290742791218	6.602432038473046	6.4189281800518865	6.220055523126022	7.274593633154164	6.144257366657257	6.176803371180659	6.614946878474692	7.1053416107011875	6.75243051674055	6.995486860689909	7.149379250795945	6.9562009210171905	7.140794624453005	6.92889216153518	6.3691157128499905	7.234030277832694	7.2428038638571035	6.816441554090251	6.286134849423948	6.84352679874586	6.438934898894766	6.2455568495004075
