Checkpoint	Ditransitives	Motion	Ditransitive/Motion
129000	0.34280559709808633	0.3159349303129015	0.10283492656993441
130000	0.35049385804750044	0.2775409856201422	0.0979014911994836
131000	0.3588731196622842	0.28401944483414954	0.10398717637636332
132000	0.35770202599358614	0.28958770725549243	0.11155739450562156
133000	0.3710284153692436	0.2859466859760349	0.12266210065191528
134000	0.3459306272708896	0.291314418093923	0.0921830163180598
135000	0.3619926692472334	0.33306010751634246	0.11256250704929396
136000	0.3673617927857573	0.28926535741461284	0.10954499398854482
137000	0.3627172120716942	0.2734883295703141	0.11463401625894869
138000	0.3615472209465189	0.3115115176710586	0.11538189451982729
139000	0.36398051522177677	0.2952930252811082	0.10141121976994484
140000	0.36787884668738463	0.29051705667070954	0.09627030383753102
141000	0.35097035027113693	0.3003132615624339	0.10765472516103701
142000	0.3595576498980772	0.28269427905331207	0.10320865549241094
143000	0.3823097003143651	0.29263088761170425	0.10583252359150598
144000	0.3533490232189229	0.29648550036595195	0.11195797908798881
145000	0.36022688303467415	0.30148452727224584	0.10391228138207356
146000	0.3539989254455599	0.29479836048416114	0.11533727674849269
147000	0.3662183419278564	0.29137711827503454	0.1060681262342072
148000	0.371104274846602	0.29337523715344666	0.10519796721026316
149000	0.3470162002547731	0.3084122711540621	0.10486686255218526
150000	0.33480223787358726	0.2832049738250895	0.09690938110768975
151000	0.3381561619813477	0.3001364920553604	0.09843081739313898
152000	0.36163229411447084	0.30321848019542513	0.10993885019522699
153000	0.3605010763697598	0.30249354091195685	0.10674184309774529
154000	0.3595799129925544	0.29739849253422673	0.10061078925546312
155000	0.36242898193124523	0.2890501335992055	0.10434023847131968
156000	0.35549560461784985	0.29298969427796806	0.09699152105360331
157000	0.35285747188883115	0.2755542095883189	0.09038826925137163
158000	0.36049275217856946	0.28826522280747435	0.0942010904909807
159000	0.34415152416399164	0.2869141106323394	0.10371268523279947
160000	0.3630459949772491	0.27901724627103264	0.10409092137828738
161000	0.36519564754071593	0.27502265240845725	0.0996249479614157
162000	0.36576280245795795	0.2866778628757322	0.10885176740211998
163000	0.35238540387593614	0.2877883018115115	0.10586360032308463
164000	0.36808836603292255	0.299181643945596	0.11621874776987531
165000	0.3399102595906874	0.28592290528990383	0.09604117669801229
166000	0.3492480641006015	0.2898521359535026	0.10465328380168007
167000	0.3648475731913263	0.29655724773833275	0.10133901804754084
168000	0.33729582921432244	0.27580107750400945	0.10242195956945489
169000	0.370870893209965	0.3001946827221128	0.12242973358408424
170000	0.34871465084394354	0.2865895677193014	0.10197796960835273
171000	0.34638707904933624	0.30995390409117274	0.10692730923564638
172000	0.3442655137923572	0.2848103354261609	0.09808692015582307
173000	0.32932281045700557	0.3243239394141798	0.10596073474374487
174000	0.34619500318745067	0.29487875437607386	0.09725652907056577
175000	0.3467676503206556	0.30432250450430376	0.0999565742734579
176000	0.35937421750172877	0.30397006431972184	0.10051944539307676
177000	0.36390163564845746	0.2966225440056858	0.10283344450091528
178000	0.355212761555361	0.29662134544345964	0.1048291890224547
179000	0.3649415199249808	0.2724213958183579	0.09962803330276436
180000	0.35922663831852514	0.3062923326593779	0.10421636943190908
181000	0.34156212709734185	0.3021323327919198	0.10088996553525822
182000	0.3758621983868498	0.28967872676464973	0.10761422795293395
183000	0.3629367540611116	0.30026519732531376	0.11086588386076192
184000	0.3718480250757621	0.277683797943658	0.1098892411789795
185000	0.3595246838501255	0.2931595119487337	0.09675551889002391
186000	0.3428367714027897	0.2803697612672791	0.09993824903809549
187000	0.35693976757592916	0.2930986247235709	0.10637259351037803
188000	0.36555304906563757	0.29677168382434305	0.10654096074655628
189000	0.3572455013192302	0.296059718181066	0.10591002890088892
190000	0.3528502155132833	0.3024512908766517	0.09955339389718701
191000	0.34764067862727355	0.3000355927825418	0.10125963501400287
192000	0.346414750580821	0.2946413162892533	0.09265867799281989
193000	0.36583666034405565	0.2735409435624915	0.10398513362419805
194000	0.3614741170329732	0.29859023036931454	0.1133245722680181
195000	0.3452684715911062	0.29288655137502434	0.10469202858981894
196000	0.35452898862307475	0.29398050881593846	0.09711436266994669
197000	0.3534624637332388	0.31292000280163457	0.1042504807515345
198000	0.355288191363877	0.30011364240004995	0.10399325774396868
199000	0.3496405288308736	0.2813916770552075	0.1023578427753989
200000	0.35031048257462755	0.292009618876779	0.10830962053153259
201000	0.3477028231886153	0.31513833073500835	0.09931936637779502
202000	0.3630069039185182	0.28154669562853735	0.09918399181516789
203000	0.37638416821738685	0.2878875071498208	0.10158006934407504
204000	0.3554136188093063	0.30777403313112195	0.09973435233329293
205000	0.3500306784874518	0.30099562822969667	0.10397505005767461
206000	0.3422167144666215	0.27109076314771274	0.10351028852668627
207000	0.3437270473463008	0.27880038546554786	0.09889223537860747
208000	0.3419511135699622	0.27934961629654265	0.10399889638924739
209000	0.3570767237539233	0.31163545166470213	0.10926120629837291
210000	0.3409084399747943	0.285782910061968	0.09632815187097474
211000	0.34079438379788	0.2890447056534904	0.09505159486136687
212000	0.34787397224600863	0.2957962806224141	0.09493609617359255
213000	0.3561979209060002	0.2983061120655042	0.09992948878307327
214000	0.34574238612205455	0.2856621232967029	0.09752674294539239
215000	0.37224273233176286	0.2922036700234996	0.10505608274324521
216000	0.34635033999198567	0.27626157833421267	0.09440848797749234
217000	0.3435847891592987	0.3011152316642373	0.09964269888417242
218000	0.3485407372697551	0.2732180711626295	0.09692009911639428
219000	0.34824807635471233	0.29110251509089735	0.10314514420262624
220000	0.3600017757899822	0.3143989709835006	0.10423683305389367
221000	0.34396624058137065	0.2889376732030522	0.09427148740528497
222000	0.3392141943309366	0.2882087374553728	0.09879958162422844
223000	0.3192648680359153	0.2734900096325673	0.09156590613052948
224000	0.3502590188779479	0.29722573490448667	0.10108120225909464
225000	0.3400343591767801	0.303143321635418	0.10397888075005152
226000	0.3483993880465638	0.3131938836876362	0.1004194617813407
227000	0.3302669343546682	0.27574226217296094	0.09436744246678984
228000	0.33508220864369515	0.2838315539318024	0.10000451961971701
229000	0.3548064280224342	0.3055754561788693	0.10902754843457352
230000	0.33967864215934557	0.31280932437609826	0.10017379919568106
231000	0.33100344293136846	0.2887461776085738	0.0984928160982093
232000	0.3451763589626441	0.2847718677620648	0.09583000113633897
233000	0.35657574053296454	0.2954802471230549	0.10020721646093853
234000	0.3464658216714726	0.279486884200501	0.09991321715589127
235000	0.35920241127416835	0.2787979846043674	0.10237491616295195
236000	0.34479221379859243	0.2823935793177258	0.09945167317244318
237000	0.346239910589982	0.2899362921147725	0.09891500970443677
238000	0.3354911017388415	0.293219737274819	0.10126171701883535
239000	0.3534283090570472	0.2926087996732846	0.10701327172524518
240000	0.35955356703398905	0.2781300900649051	0.10912738919393572
241000	0.3435305966425378	0.2928255265270679	0.09576489946393996
242000	0.3462449311080106	0.3031949892075643	0.09893261212107196
243000	0.34417200010456556	0.2895601049200816	0.10768618681345056
244000	0.33956824970872784	0.28393809509563606	0.1053315965344311
245000	0.34572196450343484	0.28952506389050775	0.1018273963604162
246000	0.34738051959112604	0.292285274913123	0.10597550286614374
247000	0.34113961391276776	0.28931811877548186	0.1020311764562119
248000	0.33674871089219266	0.2872568380898481	0.10255019319330835
249000	0.33169651347903534	0.2916893858104984	0.10016517858541182
250000	0.3288898808978717	0.2809877008960733	0.09757778467387589
251000	0.35385876764197327	0.3022262226231214	0.10354480803627206
252000	0.33639618493213513	0.2934898152192889	0.09475096754084317
253000	0.35312487304992823	0.3018047046514806	0.10491131866191596
254000	0.3477956345000737	0.29348345437495704	0.10222235368994034
255000	0.33225924945536073	0.27521906421554265	0.09605743996817086
