	10	20	30	40	50	60	70	80	90	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	1050	1100	1150	1200	1250	1300	1350	1400	1450	1500	1550	1600	1650	1700	1750	1800	1850	1900	1950	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	4100	4200	4300	4400	4500	4600	4700	4800	4900	5000	5100	5200	5300	5400	5500	5600	5700	5800	5900	6000	6100	6200	6300	6400	6500	6600	6700	6800	6900	7000	7100	7200	7300	7400	7500	7600	7700	7800	7900	8000	8100	8200	8300	8400	8500	8600	8700	8800	8900	9000	9100	9200	9300	9400	9500	9600	9700	9800	9900	10000	10100	10200	10300	10400	10500	10600	10700	10800	10900	11000	11100	11200	11300	11400	11500	11600	11700	11800	11900	12000	12100
0	27558.07578008915	27190.049034175336	21848.835066864784	4605.865527488856	2045.0245170876672	2632.4806835066865	1721.407132243685	3661.407132243685	3666.30014858841	2701.4167904903416	4261.463595839525	5861.018573551263	1346.8142644873699	1181.254086181278	2043.4101040118871	579.1047548291233	1099.4680534918277	279.258543833581	691.0787518573551	504.1367013372957	1677.8588410104012	673.4145616641902	591.3818722139673	839.4821693907875	957.058692421991	1320.7622585438335	1702.534175334324	1134.5898959881129	590.0936106983655	1809.8647845468054	825.8120356612184	327.58246656760775	2108.6961367013373	1754.5661218424964	1041.7369985141158	1074.227340267459	1668.094353640416	1045.7979197622585	560.0631500742942	812.1998514115899	1081.555720653789	510.3558692421991	590.4279346210996	1003.9888558692422	1428.3046062407132	1398.5334323922734	1650.9205052005943	613.8120356612184	1711.2473997028233	1368.7555720653788	2502.968796433878	1262.2184249628529	1636.3306092124815	861.2800891530461	1614.911589895988	564.908618127786	1765.7154531946508	816.1367013372957	759.2407132243685	180.29420505200594	1222.1419019316493	286.6983655274889	449.0126300148588	448.07875185735514	273.8105497771174	732.8766716196137	651.777117384844	558.6493313521545	937.9368499257058	302.22362555720656	408.59509658246657	516.8491827637445	781.6010401188707	560.3276374442794	309.21693907875186	960.8224368499257	636.4205052005943	885.2793462109955	518.4739970282318	298.89598811292717	243.83209509658246	555.7815750371471	1480.444279346211	1213.0846953937594	665.2407132243685	1406.0081723625558	603.5430906389302	605.479940564636	690.8989598811293	702.0683506686479	1250.4309063893015	1545.0735512630015	1276.8112927191678	623.37147102526	419.5037147102526	896.6552748885587	615.5460624071322	852.425705794948	436.1545319465082	1589.9175334323922	587.2800891530461	671.1939078751857	1124.4777117384845	1540.1693907875185	1829.2912332838039	833.5839524517088	1065.8031203566122	331.61738484398217	571.8543833580981	1074.6002971768203	680.5445765230312	717.3499257057949	634.9271916790491	1808.1136701337296	600.017087667162	404.71248142644873	912.7823179791976	1618.3997028231797	1707.9531946508173	711.3179791976225	669.7005943536404	820.7845468053492	564.7340267459139	386.9992570579495	773.6292719167905	1396.4621099554236	1147.0282317979197	1949.7466567607726	992.4836552748885	1494.278603268945	1001.1196136701337	525.4479940564636	1284.2466567607726	1100.5683506686478	1146.7592867756316	1062.1433878157504	1043.6946508172362	1404.8841010401188	2412.749628528975	1756.351411589896	1127.0393759286776	776.1151560178306	1822.9034175334325	1119.182763744428	711.1404160475483	366.9665676077266	953.6545319465082	996.4309063893016	1678.1188707280833
