Checkpoint,split_a_landlord,split_b_landlord
50,1.0,1.0
60,1.0,1.0
70,1.0,1.0
80,1.0,1.0
90,1.0,1.0
100,1.0,1.0
150,1.0,1.0
200,1.0,1.0
250,1.0,1.0
300,0.9984260230849947,1.0
350,0.9989506820566632,0.9984962406015038
400,0.9958027282266527,0.9929824561403509
450,0.9979013641133263,0.9994987468671679
500,0.9910807974816369,0.981453634085213
550,0.9931794333683106,0.98796992481203
600,0.9952780692549843,0.9949874686716792
650,0.9905561385099685,0.9859649122807017
700,0.9706190975865687,0.894235588972431
750,0.9842602308499475,0.9724310776942355
800,0.9874081846799581,0.9228070175438596
850,0.968520461699895,0.9097744360902256
900,0.9769150052465897,0.9187969924812031
950,0.9900314795383001,0.9568922305764411
1000,0.9769150052465897,0.8791979949874686
1050,0.9800629590766002,0.9022556390977443
1100,0.9895068205666316,0.9664160401002506
1150,0.9874081846799581,0.9438596491228071
1200,0.9737670514165793,0.8456140350877193
1250,0.9611752360965372,0.8446115288220551
1300,0.9700944386149003,0.8030075187969925
1350,0.9779643231899265,0.8766917293233083
1400,0.9805876180482687,0.8776942355889724
1450,0.9753410283315844,0.8601503759398497
1500,0.9653725078698846,0.7654135338345864
1550,0.9611752360965372,0.7704260651629072
1600,0.9601259181532005,0.7213032581453634
1650,0.9716684155299056,0.7859649122807018
1700,0.8730325288562435,0.6080200501253132
1750,0.9527806925498427,0.7082706766917293
1800,0.9601259181532005,0.6786967418546366
1850,0.9512067156348374,0.6666666666666666
1900,0.9538300104931794,0.6556390977443609
1950,0.9606505771248688,0.6887218045112782
2000,0.9622245540398741,0.7017543859649122
2100,0.9559286463798531,0.649624060150376
2200,0.9349422875131165,0.49022556390977445
2300,0.9575026232948584,0.612531328320802
2400,0.9291710388247639,0.47719298245614034
2500,0.9501573976915005,0.6471177944862155
2600,0.9491080797481637,0.6390977443609023
2700,0.9359916054564533,0.5604010025062657
2800,0.938090241343127,0.512280701754386
2900,0.9449108079748164,0.4882205513784461
3000,0.9286463798530955,0.3969924812030075
3100,0.9485834207764953,0.5744360902255639
3200,0.944386149003148,0.512280701754386
3300,0.9417628541448059,0.5724310776942356
3400,0.9317943336831059,0.43508771929824563
3500,0.9233997901364114,0.39849624060150374
3600,0.9417628541448059,0.41654135338345866
3700,0.9365162644281217,0.5268170426065163
3800,0.9365162644281217,0.4807017543859649
3900,0.9354669464847849,0.44611528822055135
4000,0.9102833158447009,0.4180451127819549
4100,0.9401888772298006,0.4917293233082707
4200,0.9176285414480587,0.44160401002506267
4300,0.9233997901364114,0.4446115288220551
4400,0.9291710388247639,0.5674185463659148
4500,0.9454354669464848,0.4380952380952381
4600,0.9186778593913956,0.519298245614035
4700,0.9338929695697796,0.49874686716791977
4800,0.9417628541448059,0.580952380952381
4900,0.9218258132214061,0.5358395989974938
5000,0.9003147953830011,0.4080200501253133
5100,0.9197271773347324,0.49874686716791977
5200,0.9018887722980063,0.39598997493734334
5300,0.8892969569779643,0.3493734335839599
5400,0.8961175236096537,0.4145363408521303
5500,0.9260230849947534,0.49273182957393485
5600,0.9139559286463799,0.44010025062656644
5700,0.9029380902413431,0.43859649122807015
5800,0.8772298006295908,0.37593984962406013
5900,0.8861490031479539,0.4030075187969925
6000,0.9097586568730325,0.4506265664160401
6100,0.9102833158447009,0.39348370927318294
6200,0.9160545645330536,0.412531328320802
6300,0.8908709338929696,0.3609022556390977
6400,1.0,1.0
6500,0.9265477439664218,0.7418546365914787
6600,0.9113326337880377,0.4025062656641604
6700,0.897691500524659,0.4145363408521303
