Checkpoint,split_a_landlord,split_b_landlord
50,1.0,1.0
60,1.0,1.0
70,1.0,1.0
80,1.0,1.0
90,1.0,1.0
100,1.0,1.0
150,1.0,1.0
200,1.0,1.0
250,1.0,1.0
300,0.9847848898216159,0.9974937343358395
350,0.9459601259181531,0.9358395989974937
400,0.9501573976915005,0.8892230576441102
450,0.9554039874081847,0.8972431077694235
500,0.8940188877229801,0.7448621553884712
550,0.8740818467995802,0.7022556390977444
600,0.9207764952780693,0.8260651629072682
650,0.9412381951731374,0.8240601503759398
700,0.7948583420776495,0.5578947368421052
750,0.8284365162644282,0.675187969924812
800,0.6311647429171039,0.3518796992481203
850,0.7843651626442812,0.5288220551378446
900,0.7544596012591815,0.46015037593984964
950,0.6983210912906611,0.5077694235588972
1000,0.7581322140608604,0.46867167919799496
1050,0.7854144805876181,0.519298245614035
1100,0.8441762854144806,0.731328320802005
1150,0.8022035676810073,0.593483709273183
1200,0.8415529905561385,0.6025062656641604
1250,0.7591815320041972,0.524812030075188
1300,0.7722980062959076,0.44360902255639095
1350,0.8142707240293809,0.5609022556390978
1400,0.8342077649527807,0.49974937343358394
1450,0.7801678908709339,0.4531328320802005
1500,0.7334732423924449,0.324812030075188
1550,0.6841552990556139,0.268671679197995
1600,0.7623294858342078,0.43358395989974935
1650,0.8189926547743966,0.46516290726817044
1700,0.9144805876180483,0.7483709273182957
1750,0.8667366211962224,0.606516290726817
1800,0.7355718782791185,0.28270676691729324
1850,0.6668415529905561,0.2646616541353383
1900,0.7413431269674712,0.3543859649122807
1950,0.7722980062959076,0.3824561403508772
2000,0.7366211962224554,0.32781954887218046
2100,0.7555089192025184,0.32280701754385965
2200,0.7135362014690452,0.22907268170426065
2300,0.6264428121720882,0.16842105263157894
2400,0.6731374606505771,0.24511278195488723
2500,0.7434417628541448,0.3904761904761905
2600,0.7455403987408185,0.42907268170426066
2700,0.7376705141657922,0.45714285714285713
2800,0.70199370409234,0.3097744360902256
2900,0.7130115424973767,0.3243107769423559
3000,0.7229800629590766,0.3147869674185464
3100,0.7051416579223505,0.38646616541353385
3200,0.6511017838405037,0.3423558897243108
3300,0.7360965372507869,0.5298245614035088
3400,0.7796432318992654,0.362406015037594
3500,0.7371458551941238,0.2942355889724311
3600,0.7376705141657922,0.3042606516290727
3700,0.742392444910808,0.45363408521303256
3800,0.7056663168940189,0.2847117794486215
3900,0.7214060860440713,0.26917293233082706
4000,0.7534102833158447,0.3383458646616541
4100,0.7366211962224554,0.3879699248120301
4200,0.7324239244491081,0.3448621553884712
4300,0.7418677859391396,0.3263157894736842
4400,0.7691500524658972,0.47468671679197993
4500,0.7329485834207765,0.3343358395989975
4600,0.7035676810073452,0.38345864661654133
4700,0.6983210912906611,0.37343358395989973
4800,0.7649527806925498,0.45263157894736844
4900,0.7067156348373557,0.36390977443609024
5000,0.7193074501573977,0.3258145363408521
5100,0.7780692549842603,0.45664160401002507
5200,0.7229800629590766,0.2596491228070175
5300,0.6962224554039874,0.28671679197994987
5400,0.7292759706190975,0.4355889724310777
5500,0.7193074501573977,0.331328320802005
5600,0.7166841552990556,0.3192982456140351
5700,0.64900314795383,0.3057644110275689
5800,0.6878279118572928,0.40601503759398494
5900,0.664218258132214,0.3634085213032581
6000,0.7465897166841553,0.5032581453634085
6100,0.7418677859391396,0.3979949874686717
6200,0.6878279118572928,0.33734335839599
6300,0.7140608604407135,0.38145363408521304
6400,1.0,1.0
6500,0.6846799580272823,0.5839598997493735
6600,0.6799580272822665,0.22606516290726816
6700,0.7135362014690452,0.3694235588972431
