Checkpoint,split_a_landlord,split_b_landlord
50,0.9270724029380902,0.9338345864661655
60,0.9989506820566632,0.9994987468671679
70,1.0,1.0
80,0.9994753410283316,0.9994987468671679
90,0.07922350472193075,0.09473684210526316
100,0.08184679958027283,0.10877192982456141
150,0.12381951731374606,0.17694235588972432
200,0.472193074501574,0.750375939849624
250,0.3268625393494229,0.6822055137844611
300,0.2124868835257083,0.6080200501253132
350,0.22193074501573976,0.6646616541353384
400,0.12696747114375656,0.556390977443609
450,0.14742917103882477,0.613032581453634
500,0.22927597061909757,0.7263157894736842
550,0.21091290661070305,0.7328320802005013
600,0.23557187827911857,0.6987468671679198
650,0.36253934942287513,0.7609022556390977
700,0.27544596012591815,0.7644110275689223
750,0.14270724029380902,0.5949874686716792
800,0.24554039874081846,0.731328320802005
850,0.18572927597061908,0.6395989974937344
900,0.13273871983210914,0.5894736842105263
950,0.36673662119622247,0.8355889724310777
1000,0.1621196222455404,0.6962406015037594
1050,0.10073452256033578,0.5769423558897243
1100,0.05771248688352571,0.5017543859649123
1150,0.06243441762854145,0.5268170426065163
1200,0.1416579223504722,0.7218045112781954
1250,0.09181532004197272,0.6290726817042607
1300,0.1012591815320042,0.668671679197995
1350,0.08237145855194124,0.6867167919799498
1400,0.1379853095487933,0.7814536340852131
1450,0.07502623294858342,0.6481203007518797
1500,0.06610703043022036,0.712280701754386
1550,0.06243441762854145,0.624561403508772
1600,0.040398740818468,0.6255639097744361
1650,0.05246589716684155,0.6802005012531328
1700,0.16316894018887723,0.6907268170426065
1750,0.06295907660020986,0.5233082706766917
1800,0.13693599160545644,0.7854636591478696
1850,0.12067156348373557,0.7839598997493734
1900,0.0813221406086044,0.7799498746867168
1950,0.04879328436516264,0.7072681704260652
2000,0.02833158447009444,0.7137844611528822
2100,0.04407135362014691,0.7674185463659148
2200,0.022560335781741866,0.5964912280701754
2300,0.05456453305351522,0.7263157894736842
2400,0.048268625393494226,0.7433583959899749
2500,0.06453305351521511,0.818546365914787
2600,0.04564533053515215,0.768922305764411
2700,0.04512067156348373,0.7654135338345864
2800,0.05456453305351522,0.806015037593985
2900,0.03462749213011543,0.6726817042606517
3000,0.06925498426023086,0.8330827067669173
3100,0.057187827911857295,0.7924812030075188
3200,0.02833158447009444,0.7052631578947368
3300,0.023084994753410283,0.6892230576441103
3400,0.02570828961175236,0.6546365914786968
3500,0.03620146904512067,0.7593984962406015
3600,0.03672612801678909,0.7829573934837093
3700,0.046169989506820566,0.7473684210526316
3800,0.048268625393494226,0.8025062656641604
3900,0.06663168940188877,0.8105263157894737
4000,0.03620146904512067,0.6972431077694236
4100,0.04407135362014691,0.7629072681704261
4200,0.03987408184679958,0.8
4300,0.01993704092339979,0.6596491228070176
4400,0.02465897166841553,0.7338345864661654
4500,0.05613850996852046,0.7884711779448621
4600,0.03987408184679958,0.8325814536340852
4700,0.022560335781741866,0.66265664160401
4800,0.03987408184679958,0.7563909774436091
4900,0.022560335781741866,0.7037593984962406
5000,0.03987408184679958,0.7097744360902256
5100,0.013116474291710388,0.637593984962406
5200,0.039349422875131164,0.6822055137844611
5300,0.04512067156348373,0.780952380952381
5400,0.03515215110178384,0.7578947368421053
5500,0.04302203567681007,0.7924812030075188
5600,0.02570828961175236,0.656140350877193
5700,0.022560335781741866,0.6847117794486216
5800,0.03410283315844701,0.7448621553884712
5900,0.04197271773347324,0.7102756892230576
6000,0.027806925498426022,0.7859649122807018
6100,0.03777544596012592,0.749874686716792
6200,0.011542497376705142,0.5463659147869674
6300,0.03147953830010493,0.7077694235588973
6400,0.7880377754459601,0.8701754385964913
6500,0.47796432318992654,0.7954887218045112
6600,0.03777544596012592,0.7508771929824561
6700,0.03252885624344176,0.6842105263157895
6800,0.02570828961175236,0.7127819548872181
6900,0.022035676810073453,0.6726817042606517
7000,0.015739769150052464,0.6897243107769424
7100,0.022560335781741866,0.7228070175438597
7200,0.008919202518363064,0.6536340852130326
7300,0.030430220356768102,0.7157894736842105
7400,0.03147953830010493,0.7182957393483709
7500,0.02570828961175236,0.7228070175438597
7600,0.03147953830010493,0.7518796992481203
7700,0.02098635886673662,0.7012531328320802
7800,0.006820566631689402,0.5834586466165413
7900,0.014690451206715634,0.6195488721804512
8000,0.011542497376705142,0.6646616541353384
8100,0.013116474291710388,0.6190476190476191
8200,0.017313746065057714,0.5949874686716792
8300,0.017313746065057714,0.6325814536340852
8400,0.024134312696747113,0.706265664160401
8500,0.021511017838405037,0.6832080200501253
8600,0.019412381951731374,0.6551378446115288
8700,0.02098635886673662,0.6075187969924812
8800,0.01626442812172088,0.6010025062656642
8900,0.026232948583420776,0.5664160401002506
9000,0.02098635886673662,0.6556390977443609
9100,0.01626442812172088,0.5784461152882205
9200,0.024134312696747113,0.7012531328320802
9300,0.01888772298006296,0.6255639097744361
9400,0.02465897166841553,0.6521303258145363
9500,0.023084994753410283,0.6401002506265664
9600,0.021511017838405037,0.5609022556390978
9700,0.02098635886673662,0.6571428571428571
9800,0.025183630640083946,0.6616541353383458
9900,0.018363064008394544,0.637593984962406
10000,0.020461699895068207,0.5804511278195489
10100,0.016789087093389297,0.6365914786967418
10200,0.017838405036726127,0.5583959899749373
10300,0.017838405036726127,0.6411027568922306
10400,0.022035676810073453,0.6295739348370928
10500,0.009968520461699895,0.5583959899749373
10600,0.024134312696747113,0.6516290726817042
10700,0.02465897166841553,0.6305764411027569
10800,0.01888772298006296,0.606015037593985
10900,0.02728226652675761,0.6992481203007519
11000,0.01626442812172088,0.6320802005012531
11100,0.01993704092339979,0.6325814536340852
11200,0.012591815320041973,0.5433583959899749
11300,0.01416579223504722,0.5363408521303258
11400,0.009968520461699895,0.4857142857142857
11500,0.015739769150052464,0.5784461152882205
11600,0.018363064008394544,0.5779448621553884
11700,0.014690451206715634,0.5864661654135338
11800,0.057187827911857295,0.7308270676691729
11900,0.012591815320041973,0.6055137844611529
12000,0.012067156348373556,0.6195488721804512
12100,0.01416579223504722,0.6210526315789474
12200,0.01888772298006296,0.6571428571428571
12300,0.01993704092339979,0.6095238095238096
12400,0.024134312696747113,0.5614035087719298
12500,0.026757607555089193,0.7057644110275689
12600,0.013116474291710388,0.6080200501253132
12700,0.01993704092339979,0.6370927318295739
12800,0.017313746065057714,0.5538847117794486
12900,0.02098635886673662,0.6090225563909775
13000,0.013641133263378805,0.587468671679198
13100,0.015215110178384051,0.6015037593984962
13200,0.017838405036726127,0.581453634085213
13300,0.011542497376705142,0.5518796992481203
13400,0.01888772298006296,0.6170426065162907
13500,0.015739769150052464,0.5819548872180451
13600,0.024134312696747113,0.6110275689223058
13700,0.014690451206715634,0.5949874686716792
13800,0.017313746065057714,0.612531328320802
13900,0.012591815320041973,0.5649122807017544
14000,0.014690451206715634,0.6401002506265664
14100,0.012067156348373556,0.568922305764411
14200,0.024134312696747113,0.6210526315789474
14300,0.018363064008394544,0.6576441102756893
14400,0.020461699895068207,0.612531328320802
14500,0.015215110178384051,0.5573934837092732
14600,0.021511017838405037,0.625062656641604
14700,0.013116474291710388,0.5744360902255639
14800,0.008394543546694649,0.45363408521303256
14900,0.012067156348373556,0.5037593984962406
15000,0.01416579223504722,0.49473684210526314
15100,0.022560335781741866,0.5829573934837092
15200,0.012591815320041973,0.5353383458646617
15300,0.02098635886673662,0.6295739348370928
15400,0.01993704092339979,0.606015037593985
15500,0.019412381951731374,0.6155388471177945
15600,0.021511017838405037,0.6100250626566416
15700,0.01416579223504722,0.5488721804511278
15800,0.02098635886673662,0.6385964912280702
15900,0.015739769150052464,0.5699248120300752
16000,0.009968520461699895,0.48020050125313285
16100,0.009968520461699895,0.49874686716791977
16200,0.012591815320041973,0.5634085213032581
16300,0.013116474291710388,0.5027568922305764
16400,0.017838405036726127,0.5654135338345865
16500,0.015739769150052464,0.5233082706766917
16600,0.013116474291710388,0.4832080200501253
16700,0.017313746065057714,0.5568922305764411
16800,0.00472193074501574,0.5338345864661654
16900,0.011017838405036727,0.5428571428571428
17000,0.012067156348373556,0.5598997493734336
17100,0.011017838405036727,0.5493734335839598
17200,0.016789087093389297,0.5709273182957394
17300,0.02833158447009444,0.637593984962406
17400,0.026232948583420776,0.6220551378446115
17500,0.01416579223504722,0.5107769423558898
17600,0.012067156348373556,0.5383458646616541
17700,0.008919202518363064,0.45714285714285713
17800,0.015215110178384051,0.47518796992481205
17900,0.018363064008394544,0.5453634085213033
18000,0.01888772298006296,0.49022556390977445
18100,0.00944386149003148,0.5263157894736842
18200,0.00944386149003148,0.48521303258145365
18300,0.021511017838405037,0.5769423558897243
18400,0.015739769150052464,0.49223057644110274
18500,0.01626442812172088,0.512280701754386
18600,0.013641133263378805,0.5333333333333333
18700,0.01626442812172088,0.5789473684210527
18800,0.007345225603357817,0.5208020050125314
18900,0.00944386149003148,0.49223057644110274
19000,0.014690451206715634,0.5709273182957394
19100,0.008394543546694649,0.5002506265664161
19200,0.011542497376705142,0.4731829573934837
19300,0.015739769150052464,0.47518796992481205
19400,0.011017838405036727,0.44411027568922307
19500,0.014690451206715634,0.4917293233082707
19600,0.01993704092339979,0.5864661654135338
19700,0.020461699895068207,0.6095238095238096
19800,0.012591815320041973,0.5002506265664161
19900,0.015739769150052464,0.4857142857142857
20000,0.008394543546694649,0.4205513784461153
21000,0.011017838405036727,0.46115288220551376
22000,0.0062959076600209865,0.543859649122807
23000,0.011542497376705142,0.45263157894736844
24000,0.013116474291710388,0.5709273182957394
25000,0.01049317943336831,0.47017543859649125
26000,0.005246589716684155,0.35889724310776944
27000,0.011542497376705142,0.4691729323308271
28000,0.011542497376705142,0.47017543859649125
29000,0.017838405036726127,0.5228070175438596
30000,0.01626442812172088,0.5483709273182957
31000,0.008919202518363064,0.4471177944862155
32000,0.013641133263378805,0.5293233082706766
33000,0.011542497376705142,0.45764411027568924
34000,0.011017838405036727,0.44110275689223055
35000,0.007869884575026232,0.4917293233082707
36000,0.011542497376705142,0.48972431077694234
37000,0.01049317943336831,0.48120300751879697
38000,0.008919202518363064,0.48872180451127817
39000,0.008919202518363064,0.45012531328320804
40000,0.005771248688352571,0.43007518796992483
41000,0.01049317943336831,0.4791979949874687
42000,0.005246589716684155,0.36290726817042607
43000,0.008394543546694649,0.39849624060150374
44000,0.009968520461699895,0.4245614035087719
45000,0.016789087093389297,0.5543859649122806
46000,0.008394543546694649,0.4170426065162907
47000,0.007869884575026232,0.40651629072681705
48000,0.012591815320041973,0.45413533834586467
49000,0.008394543546694649,0.47518796992481205
50000,0.007869884575026232,0.3904761904761905
51000,0.011017838405036727,0.4842105263157895
52000,0.011017838405036727,0.41904761904761906
53000,0.006820566631689402,0.37393483709273184
54000,0.009968520461699895,0.4130325814536341
55000,0.01416579223504722,0.46766917293233085
56000,0.008919202518363064,0.44360902255639095
57000,0.011542497376705142,0.47368421052631576
58000,0.008919202518363064,0.34887218045112783
59000,0.00944386149003148,0.4075187969924812
60000,0.012591815320041973,0.4055137844611529
61000,0.013116474291710388,0.47117794486215536
62000,0.015739769150052464,0.5338345864661654
63000,0.011542497376705142,0.40150375939849625
64000,0.011542497376705142,0.49874686716791977
65000,0.008919202518363064,0.42506265664160403
66000,0.011017838405036727,0.4631578947368421
67000,0.00944386149003148,0.5092731829573934
68000,0.012067156348373556,0.46616541353383456
69000,0.01416579223504722,0.44411027568922307
70000,0.01416579223504722,0.5203007518796993
71000,0.008394543546694649,0.43659147869674186
72000,0.011542497376705142,0.4716791979949875
73000,0.007345225603357817,0.43007518796992483
74000,0.012067156348373556,0.48020050125313285
75000,0.0062959076600209865,0.33784461152882206
76000,0.005771248688352571,0.4471177944862155
77000,0.007345225603357817,0.43759398496240604
78000,0.012067156348373556,0.43909774436090226
79000,0.007869884575026232,0.40852130325814534
80000,0.009968520461699895,0.3423558897243108
81000,0.015215110178384051,0.4867167919799499
82000,0.012067156348373556,0.42656641604010026
83000,0.013641133263378805,0.4230576441102757
84000,0.006820566631689402,0.3724310776942356
85000,0.012067156348373556,0.40401002506265665
86000,0.008394543546694649,0.4270676691729323
87000,0.01049317943336831,0.41904761904761906
88000,0.017313746065057714,0.4957393483709273
89000,0.01049317943336831,0.3669172932330827
90000,0.012067156348373556,0.4020050125313283
91000,0.01416579223504722,0.43007518796992483
92000,0.01049317943336831,0.4145363408521303
93000,0.011017838405036727,0.43408521303258146
94000,0.006820566631689402,0.3669172932330827
95000,0.008394543546694649,0.3348370927318296
96000,0.006820566631689402,0.36791979949874687
97000,0.011017838405036727,0.3543859649122807
98000,0.011017838405036727,0.48771929824561405
99000,0.006820566631689402,0.3919799498746867
100000,0.011542497376705142,0.44260651629072684
101000,0.0062959076600209865,0.3107769423558897
102000,0.008394543546694649,0.37593984962406013
103000,0.007869884575026232,0.4255639097744361
104000,0.007869884575026232,0.3719298245614035
105000,0.007869884575026232,0.318796992481203
106000,0.008919202518363064,0.374937343358396
107000,0.01416579223504722,0.43859649122807015
108000,0.014690451206715634,0.4380952380952381
109000,0.00472193074501574,0.3699248120300752
110000,0.012591815320041973,0.4706766917293233
111000,0.007869884575026232,0.3774436090225564
112000,0.014690451206715634,0.44010025062656644
113000,0.007345225603357817,0.41904761904761906
114000,0.007869884575026232,0.3423558897243108
115000,0.004197271773347324,0.3568922305764411
116000,0.009968520461699895,0.3944862155388471
117000,0.012067156348373556,0.4280701754385965
118000,0.011542497376705142,0.42907268170426066
119000,0.006820566631689402,0.34636591478696743
120000,0.009968520461699895,0.4255639097744361
121000,0.008919202518363064,0.41604010025062654
122000,0.00944386149003148,0.41904761904761906
123000,0.0036726128016789086,0.31528822055137845
124000,0.01049317943336831,0.4105263157894737
125000,0.01049317943336831,0.43107769423558895
126000,0.01049317943336831,0.4245614035087719
127000,0.009968520461699895,0.4070175438596491
128000,0.00944386149003148,0.39849624060150374
129000,0.008394543546694649,0.41604010025062654
130000,0.006820566631689402,0.3849624060150376
131000,0.013116474291710388,0.45614035087719296
132000,0.008919202518363064,0.39398496240601505
133000,0.008394543546694649,0.4070175438596491
134000,0.00944386149003148,0.37543859649122807
135000,0.007345225603357817,0.40350877192982454
136000,0.005771248688352571,0.36040100250626567
137000,0.006820566631689402,0.34285714285714286
138000,0.007345225603357817,0.3333333333333333
139000,0.00944386149003148,0.4245614035087719
140000,0.011542497376705142,0.39097744360902253
141000,0.008394543546694649,0.3669172932330827
142000,0.008919202518363064,0.46616541353383456
143000,0.011017838405036727,0.4446115288220551
144000,0.005246589716684155,0.32531328320802005
145000,0.007869884575026232,0.3819548872180451
146000,0.007345225603357817,0.4070175438596491
147000,0.005246589716684155,0.3568922305764411
148000,0.008394543546694649,0.3593984962406015
149000,0.007345225603357817,0.3879699248120301
150000,0.012591815320041973,0.3919799498746867
151000,0.00944386149003148,0.3473684210526316
152000,0.011542497376705142,0.4431077694235589
153000,0.005771248688352571,0.3383458646616541
154000,0.00944386149003148,0.4295739348370927
155000,0.014690451206715634,0.47017543859649125
156000,0.008394543546694649,0.3829573934837093
157000,0.012067156348373556,0.4220551378446115
158000,0.011017838405036727,0.3433583959899749
159000,0.01049317943336831,0.39398496240601505
160000,0.013641133263378805,0.42005012531328323
161000,0.012591815320041973,0.3719298245614035
162000,0.01049317943336831,0.4050125313283208
163000,0.00944386149003148,0.3949874686716792
164000,0.011542497376705142,0.40601503759398494
165000,0.013641133263378805,0.4496240601503759
166000,0.01049317943336831,0.36641604010025064
167000,0.011017838405036727,0.4380952380952381
168000,0.005246589716684155,0.34285714285714286
169000,0.012067156348373556,0.45513784461152884
170000,0.008394543546694649,0.412531328320802
171000,0.011542497376705142,0.39398496240601505
172000,0.011542497376705142,0.4395989974937343
173000,0.008919202518363064,0.3824561403508772
174000,0.012067156348373556,0.4270676691729323
175000,0.013641133263378805,0.47268170426065165
176000,0.01416579223504722,0.4395989974937343
177000,0.008919202518363064,0.42606516290726815
178000,0.007869884575026232,0.3609022556390977
179000,0.013641133263378805,0.4030075187969925
180000,0.01049317943336831,0.43408521303258146
181000,0.01049317943336831,0.3493734335839599
182000,0.008919202518363064,0.3493734335839599
183000,0.009968520461699895,0.3894736842105263
184000,0.011542497376705142,0.39398496240601505
185000,0.011017838405036727,0.36791979949874687
186000,0.007869884575026232,0.37844611528822053
187000,0.00944386149003148,0.374937343358396
188000,0.012067156348373556,0.34035087719298246
189000,0.008919202518363064,0.4030075187969925
190000,0.008394543546694649,0.3649122807017544
191000,0.01049317943336831,0.36040100250626567
192000,0.007345225603357817,0.4030075187969925
193000,0.011542497376705142,0.40852130325814534
194000,0.009968520461699895,0.3568922305764411
195000,0.011017838405036727,0.4255639097744361
196000,0.007869884575026232,0.3308270676691729
197000,0.012067156348373556,0.3944862155388471
198000,0.014690451206715634,0.4395989974937343
199000,0.007869884575026232,0.3543859649122807
200000,0.012067156348373556,0.3944862155388471
201000,0.00944386149003148,0.374937343358396
202000,0.007869884575026232,0.38095238095238093
203000,0.007869884575026232,0.28170426065162907
204000,0.01049317943336831,0.4180451127819549
205000,0.0062959076600209865,0.3644110275689223
206000,0.009968520461699895,0.36040100250626567
207000,0.01416579223504722,0.4145363408521303
208000,0.012591815320041973,0.41353383458646614
209000,0.014690451206715634,0.4431077694235589
210000,0.008394543546694649,0.3779448621553885
211000,0.007869884575026232,0.3548872180451128
212000,0.012067156348373556,0.39348370927318294
213000,0.00944386149003148,0.3674185463659148
214000,0.00944386149003148,0.3473684210526316
215000,0.006820566631689402,0.3819548872180451
216000,0.008394543546694649,0.34536340852130326
217000,0.011542497376705142,0.3368421052631579
218000,0.009968520461699895,0.37894736842105264
219000,0.008394543546694649,0.3994987468671679
220000,0.007869884575026232,0.3799498746867168
221000,0.007345225603357817,0.3854636591478697
222000,0.01416579223504722,0.4270676691729323
223000,0.005771248688352571,0.33032581453634086
224000,0.006820566631689402,0.3117794486215539
225000,0.0062959076600209865,0.3263157894736842
226000,0.006820566631689402,0.3644110275689223
227000,0.0062959076600209865,0.2987468671679198
228000,0.006820566631689402,0.3829573934837093
229000,0.012591815320041973,0.37142857142857144
230000,0.007869884575026232,0.3568922305764411
231000,0.007345225603357817,0.3318295739348371
232000,0.007345225603357817,0.33884711779448623
233000,0.007869884575026232,0.40401002506265665
234000,0.00944386149003148,0.3969924812030075
235000,0.009968520461699895,0.3318295739348371
236000,0.008919202518363064,0.37393483709273184
237000,0.013641133263378805,0.3819548872180451
238000,0.013116474291710388,0.4195488721804511
239000,0.006820566631689402,0.3518796992481203
240000,0.0062959076600209865,0.3308270676691729
241000,0.00944386149003148,0.38095238095238093
242000,0.007345225603357817,0.35639097744360904
243000,0.01049317943336831,0.4
244000,0.00944386149003148,0.40150375939849625
245000,0.013116474291710388,0.3799498746867168
246000,0.00944386149003148,0.32531328320802005
247000,0.005771248688352571,0.35889724310776944
248000,0.007345225603357817,0.3263157894736842
249000,0.005771248688352571,0.3523809523809524
250000,0.0062959076600209865,0.3383458646616541
251000,0.009968520461699895,0.3293233082706767
252000,0.011017838405036727,0.3674185463659148
253000,0.011542497376705142,0.3869674185463659
254000,0.01416579223504722,0.4355889724310777
255000,0.008919202518363064,0.38395989974937345
256000,0.007345225603357817,0.3037593984962406
257000,0.009968520461699895,0.3017543859649123
258000,0.008919202518363064,0.40100250626566414
259000,0.007345225603357817,0.35639097744360904
260000,0.005246589716684155,0.331328320802005
261000,0.006820566631689402,0.3659147869674185
262000,0.011017838405036727,0.41604010025062654
263000,0.005246589716684155,0.374937343358396
264000,0.008394543546694649,0.3598997493734336
265000,0.01049317943336831,0.3508771929824561
266000,0.008394543546694649,0.3593984962406015
267000,0.00944386149003148,0.3609022556390977
268000,0.011542497376705142,0.3609022556390977
269000,0.00944386149003148,0.3769423558897243
270000,0.006820566631689402,0.34285714285714286
271000,0.008394543546694649,0.33634085213032583
272000,0.006820566631689402,0.36290726817042607
273000,0.012591815320041973,0.40350877192982454
274000,0.005246589716684155,0.3548872180451128
275000,0.008394543546694649,0.34786967418546366
276000,0.008394543546694649,0.3408521303258145
277000,0.008394543546694649,0.35388471177944864
278000,0.011542497376705142,0.3318295739348371
279000,0.007345225603357817,0.29022556390977444
280000,0.005246589716684155,0.28972431077694233
281000,0.007869884575026232,0.34285714285714286
282000,0.006820566631689402,0.33283208020050126
283000,0.0062959076600209865,0.3343358395989975
284000,0.009968520461699895,0.32030075187969925
285000,0.006820566631689402,0.3398496240601504
286000,0.008919202518363064,0.36892230576441104
