Checkpoint,split_a_landlord,split_b_landlord
50,1.0,1.0
60,1.0,1.0
70,1.0,1.0
80,1.0,1.0
90,1.0,1.0
100,1.0,1.0
150,1.0,1.0
200,0.9979013641133263,0.9994987468671679
250,0.9958027282266527,0.9994987468671679
300,0.9800629590766002,0.9964912280701754
350,0.9197271773347324,0.9634085213032582
400,0.9302203567681008,0.9453634085213033
450,0.9459601259181531,0.9478696741854636
500,0.9265477439664218,0.8957393483709273
550,0.9370409233997902,0.8952380952380953
600,0.9008394543546695,0.8591478696741854
650,0.968520461699895,0.9368421052631579
700,0.8641133263378804,0.7634085213032581
750,0.8735571878279118,0.8285714285714286
800,0.832109129066107,0.6721804511278195
850,0.8525708289611752,0.7218045112781954
900,0.8467995802728226,0.6802005012531328
950,0.8111227701993704,0.7513784461152883
1000,0.838405036726128,0.6395989974937344
1050,0.8426023084994754,0.7218045112781954
1100,0.9171038824763903,0.8426065162907268
1150,0.8908709338929696,0.7794486215538847
1200,0.9386149003147953,0.8305764411027569
1250,0.8557187827911857,0.6857142857142857
1300,0.8174186778593914,0.6120300751879699
1350,0.8971668415529905,0.7884711779448621
1400,0.8473242392444911,0.5954887218045113
1450,0.8735571878279118,0.6441102756892231
1500,0.8782791185729276,0.5834586466165413
1550,0.7985309548793285,0.4982456140350877
1600,0.8483735571878279,0.6145363408521304
1650,0.8053515215110179,0.5112781954887218
1700,0.6804826862539349,0.5483709273182957
1750,0.8189926547743966,0.5012531328320802
1800,0.8226652675760755,0.43358395989974935
1850,0.8100734522560336,0.49022556390977445
1900,0.832109129066107,0.5323308270676692
1950,0.7848898216159497,0.43909774436090226
2000,0.8200419727177335,0.5092731829573934
2100,0.816894018887723,0.40651629072681705
2200,0.8179433368310598,0.39849624060150374
2300,0.8184679958027282,0.44511278195488724
2400,0.8247639034627492,0.41854636591478694
2500,0.7822665267576075,0.4716791979949875
2600,0.8541448058761805,0.5448621553884712
2700,0.8205666316894019,0.53734335839599
2800,0.825813221406086,0.4080200501253133
2900,0.7869884575026233,0.4
3000,0.8179433368310598,0.40902255639097745
3100,0.8740818467995802,0.48621553884711777
3200,0.8268625393494229,0.3949874686716792
3300,0.7875131164742917,0.5132832080200501
3400,0.8310598111227702,0.4295739348370927
3500,0.7932843651626443,0.3458646616541353
3600,0.8604407135362014,0.4932330827067669
3700,0.816894018887723,0.44661654135338347
3800,0.8142707240293809,0.45162907268170427
3900,0.8247639034627492,0.3598997493734336
4000,0.789087093389297,0.3218045112781955
4100,0.8022035676810073,0.4005012531328321
4200,0.8053515215110179,0.42606516290726815
4300,0.8064008394543547,0.3433583959899749
4400,0.7995802728226653,0.4681704260651629
4500,0.7932843651626443,0.3473684210526316
4600,0.7943336831059811,0.46766917293233085
4700,0.7670514165792235,0.46516290726817044
4800,0.7670514165792235,0.4446115288220551
4900,0.7875131164742917,0.42355889724310775
5000,0.8347324239244491,0.48370927318295737
5100,0.7985309548793285,0.46516290726817044
5200,0.8095487932843651,0.41654135338345866
5300,0.7854144805876181,0.33634085213032583
5400,0.8064008394543547,0.3954887218045113
5500,0.8027282266526757,0.3919799498746867
5600,0.7733473242392445,0.3343358395989975
5700,0.7869884575026233,0.42255639097744363
5800,0.7339979013641134,0.33533834586466166
5900,0.7639034627492131,0.37593984962406013
6000,0.7848898216159497,0.4050125313283208
6100,0.8263378803777545,0.4431077694235589
6200,0.8247639034627492,0.3869674185463659
6300,0.7938090241343126,0.39849624060150374
6400,1.0,1.0
6500,0.7088142707240294,0.6050125313283208
6600,0.7318992654774397,0.3117794486215539
